ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0035967,cellular response to topologically incorrect protein,37/3235,102/18888,2.66E-06,6.12E-05,4.43E-05,ERMP1/WFS1/ERN2/KLHL15/XBP1/ATF6B/VCP/CREB3/ATF4/HDAC6/PPP1R15A/BAX/QRICH1/TMBIM6/PTPN1/ERO1A/ERLEC1/AMFR/HERPUD1/DDIT3/OS9/VAPB/CCND1/MBTPS1/CREBZF/EIF2AK3/UFL1/DNAJB9/BCL2L11/DAB2IP/DERL1/TMED2/HSPA5/STC2/NFE2L2/HSPD1/ABCB10,37
GO:0044409,symbiont entry into host,52/3235,163/18888,2.74E-06,6.27E-05,4.54E-05,BSG/JPT2/CD81/RNASEK/INSR/ICAM1/ILF3/LDLR/CTSB/EPHA2/CXADR/NUP153/SLC7A1/TRIM26/HSPA1B/ITGB1/ITCH/SRC/PVR/NECTIN2/SLC1A5/DAG1/EPS15/ITGA2/TRIM25/CDK1/GRK2/WWP2/EXOC7/SCARB2/VAMP8/CTSL/ANPEP/FURIN/TRIM8/LAMP1/GAS6/CBL/NECTIN1/GSN/ITGB5/LY6E/FUCA2/GYPA/SLC52A2/CD74/TRIM59/F11R/TFRC/CD55/CD46/TRIM11,52
GO:1903322,positive regulation of protein modification by small protein conjugation or removal,44/3235,130/18888,2.77E-06,6.31E-05,4.57E-05,AXIN1/PDCD6/TRIB3/TOLLIP/FZR1/PIAS4/WFS1/PHF23/UBE2L3/BMI1/PLK1/UBE3A/NSMCE3/LAPTM5/VCP/RBX1/DDX3X/UBE2C/SAE1/UBE2V2/UBE2V1/HUWE1/UBE2D1/AMER1/PIAS1/CENPX/UBQLN1/BCL10/FANCI/UBE2N/RWDD3/BIRC2/MTA1/CRY1/PSMD10/DERL1/XIAP/HSPA5/NDFIP1/MAGEC2/ARNT/NPM1/SENP2/RASSF5,44
GO:0042752,regulation of circadian rhythm,40/3235,114/18888,2.81E-06,6.38E-05,4.62E-05,BHLHE40/TP53/PER1/ID2/USP7/TARDBP/ROCK2/ATG7/NR2F6/CCAR2/UBE3A/SRRD/SFPQ/THRAP3/CSNK1E/TOP2A/PRKAA1/HNF4A/PRKDC/MAPK8/MAGED1/PRKAA2/RORA/CDK1/DDB1/PHLPP1/KAT5/RBM4/KDM2A/PPP1CA/SIN3A/CSNK1D/KLF10/MTA1/CRY1/SIAH2/PASD1/FBXW11/PROX1/PARP1,40
GO:0042060,wound healing,111/3235,430/18888,2.92E-06,6.61E-05,4.79E-05,KANK1/CD151/DGKQ/CRK/SERPINF2/ADIPOR2/TNFRSF12A/ADRA2C/JAK2/ARL8B/ILK/RREB1/DSP/GATA4/CHMP1B/RAF1/PRDX2/FGL1/GP1BB/DMTN/FOXA2/AJUBA/FGFR1OP2/XBP1/DDR1/AQP1/VKORC1/NF1/CLIC1/ITGB1/B4GALT1/CLASP2/CD59/CHMP4B/PPARD/MAPK14/MYH9/CDKN1A/C6orf89/SRC/MACF1/THBS1/ERBB2/MRTFA/FKBP10/CEACAM1/CLDN19/PTK7/SRF/SRSF6/CADM4/PDIA3/VEGFA/SLC4A1/HNF4A/SDC4/CD40/F2/ARHGAP35/GATA1/DAG1/ITGA2/IL6ST/DST/PLPP3/CX3CL1/LMAN1/AHNAK/JMJD1C/APOH/PRKCA/SMAD3/CLDN4/VCL/TSKU/ACTG1/CCN1/CHMP1A/DCBLD2/METAP1/SERPINE1/YAP1/STXBP3/RHOC/GAS6/MCAM/NOTCH2/CLASP1/ANXA5/ITGB5/ST3GAL4/GATA2/TOR1A/VAV2/TNFAIP3/PIK3CB/SCRIB/PLEC/P2RY1/FLNA/FGA/F11R/PDCD10/LNPK/NFE2L2/TFPI/CFLAR/CSRP1/FN1/VIL1/SERPINE2,111
GO:0051701,biological process involved in interaction with host,61/3235,202/18888,3.05E-06,6.88E-05,4.98E-05,BSG/JPT2/CD81/ARL8B/RNASEK/INSR/ICAM1/ILF3/LDLR/CTSB/CHMP1B/EPHA2/CXADR/NUP153/TSG101/SLC7A1/TRIM26/HSPA1B/ITGB1/CHMP4B/ITCH/SRC/PVR/NECTIN2/SLC1A5/DAG1/EPS15/ITGA2/TRIM25/CDK1/DDB1/GRK2/WWP2/IST1/EXOC7/SCARB2/VAMP8/CTSL/CHMP1A/ANPEP/FURIN/TRIM8/LAMP1/GAS6/CBL/NECTIN1/GSN/VPS37B/ITGB5/RAB7A/LY6E/FUCA2/GYPA/SLC52A2/CD74/TRIM59/F11R/TFRC/CD55/CD46/TRIM11,61
GO:0035264,multicellular organism growth,48/3235,147/18888,3.16E-06,7.10E-05,5.14E-05,IGF2/CDKN1C/ATRN/TAF10/PEX5/TP53/CTC1/AFG3L2/GDF15/COMT/APP/WDTC1/FOSL2/SLC1A2/STK40/NIPBL/SOS1/ZMPSTE24/RARA/EP300/GPAT4/PKDCC/KAT2A/STAT5B/STAT5A/STAT3/G6PC1/ERCC2/ATF5/BBS2/PPIB/ZFP36L1/SGPL1/LGMN/PTCH1/CSF1/NOTCH2/RC3H2/TMED2/HEG1/SLC25A25/PLEC/WWTR1/EZR/STC2/TBL1XR1/VIL1/GIGYF2,48
GO:0061614,miRNA transcription,30/3235,76/18888,3.17E-06,7.10E-05,5.14E-05,TP53/SMARCA4/SREBF1/WT1/PPARD/FOXA1/RARA/MRTFA/SREBF2/STAT3/SRF/VEGFA/SPI1/NR1H2/SMAD4/JUN/ZNF512B/RELA/FOSL1/SMAD3/SOX9/BMPR1A/YY1/FOXO3/NOTCH2/NCOR2/MYC/GATA2/EGR1/AGT,30
GO:0032786,"positive regulation of DNA-templated transcription, elongation",25/3235,58/18888,3.18E-06,7.10E-05,5.14E-05,MED10/BRD4/MED28/ELL/SUPT6H/HMGN1/MED29/MED1/SUPT5H/CDK12/MED24/CTNNB1/ZMYND8/MED4/CCNT1/SUPT4H1/ELL2/MED30/CDK9/MED23/PWWP2B/CCNT2/SCAF8/CDC73/PARP1,25
GO:0072331,signal transduction by p53 class mediator,55/3235,177/18888,3.54E-06,7.85E-05,5.69E-05,STK11/TFAP4/MYBBP1A/EIF5A/TP53/EEF1E1/USP7/HAPSTR1/CDKN1B/RRN3/PRMT5/E2F2/BAG6/E2F1/CDKN1A/DYRK1A/ZMPSTE24/EP300/KAT6A/HEXIM1/ERCC2/GTSE1/SHISA5/BAX/AURKA/TMEM109/SPRED2/KAT5/SIRT1/MDM2/TAF9/TAF1/DDIT4/E2F7/SNW1/HNRNPK/USP10/AEN/NBN/RRM2B/PPP1R13B/PSMD10/FOXO3/HIPK1/MYC/HINT1/NDRG1/SGK1/PERP/TRIM24/HIPK2/CASP2/CD74/NPM1/DYRK3,55
GO:0009101,glycoprotein biosynthetic process,88/3235,324/18888,3.55E-06,7.85E-05,5.69E-05,B3GALT6/NAGPA/C1GALT1/MPDU1/HS3ST3B1/DDOST/STT3B/GOLPH3/POFUT1/B4GALT1/NECAB3/DPY19L1/RPN2/MGAT3/UGDH/CTNNB1/CHP1/TRAK1/ST3GAL3/B4GALT2/EXT2/SLC35B2/COG3/FKRP/ITM2B/GATA1/B4GALT5/TMEM59/GCNT3/TMEM258/B3GNT2/B3GAT3/VEGFB/B4GAT1/B3GNT9/TET1/GFPT1/ST3GAL2/TET3/MOGS/PHLDA1/POMT2/MAGT1/CANT1/PGM3/HS2ST1/TMTC3/MAN2A2/TRIP11/MGAT4A/GALNT12/TM9SF2/CHST10/CHSY1/PLOD3/OGA/OSTC/TCF7L2/MAN1A2/MAN1A1/B4GALT4/MLEC/B3GNT4/CHST15/STT3A/ST3GAL4/CHST13/ST6GALNAC6/UGGT1/GOLGA2/HS6ST1/RPN1/DOLPP1/POMT1/ST3GAL1/MGAT5/AGO2/NDST1/GALNT11/NCSTN/SOAT1/MGAT4B/MGAT1/ST6GAL1/BMPR2/CHPF/GALNT2/ITM2C,88
GO:2000737,negative regulation of stem cell differentiation,15/3235,26/18888,3.57E-06,7.87E-05,5.70E-05,JAG1/YTHDF2/LBH/ZFP36/CDK12/STAT3/ZFP36L2/ESRRB/YAP1/TBX3/NOTCH1/NELFB/HSPA9/NFE2L2/HNRNPU,15
GO:0044773,mitotic DNA damage checkpoint signaling,32/3235,84/18888,3.72E-06,8.17E-05,5.92E-05,EME2/FZR1/TP53/CDKN1B/BABAM1/PLK1/RPA2/WAC/TAOK1/TAOK2/IER3/DONSON/CDKN1A/GTSE1/PRKDC/BRSK1/CDK2/CDK1/RAD9A/MDM2/CCND1/FOXO4/RFWD3/E2F7/MBTPS1/TICRR/NBN/TAOK3/CASP2/UIMC1/MRNIP/GIGYF2,32
GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,17/3235,32/18888,3.73E-06,8.17E-05,5.92E-05,WFS1/XBP1/BCL2L1/CREB3/SERINC3/TMBIM6/PTPN1/TXNDC12/HERPUD1/SYVN1/SIRT1/EIF2AK3/BCL2L11/ERP29/HYOU1/GRINA/OPA1,17
GO:1902652,secondary alcohol metabolic process,49/3235,152/18888,3.77E-06,8.20E-05,5.94E-05,DGKQ/IDI1/IDH3B/LPCAT3/ERRFI1/LDLR/FDFT1/SREBF1/APP/NR0B2/SNX17/EPHX2/CEBPA/PPARD/GBA2/APOL2/FGFR1/STARD3/PRKAA1/ACLY/SREBF2/HMGCS1/APOC1/LSS/SCAP/NFE2L1/DHCR24/PCSK9/PRKAA2/FECH/CLN6/LRP5/DHCR7/FDXR/HMGCR/TSKU/MBTPS1/MVD/ERLIN1/ABCA1/APOA5/INSIG2/SQLE/INSIG1/MSMO1/SOAT1/IDH1/CYP27A1/LBR,49
GO:0006611,protein export from nucleus,26/3235,62/18888,3.79E-06,8.20E-05,5.94E-05,YWHAE/PKD1/RANBP3/DUSP16/CALR/PRKACA/XPO4/XPO7/RANGAP1/CHP1/DESI1/XPO5/PPM1A/XPO1/MDM2/FRAT2/ANP32B/GAS6/RAN/NUP214/HSPA9/RBM22/EMD/UHMK1/TPR/STRADB,26
GO:0046824,positive regulation of nucleocytoplasmic transport,26/3235,62/18888,3.79E-06,8.20E-05,5.94E-05,YWHAE/MAVS/JAK2/TARDBP/PRKACA/XPO4/MAPK14/EP300/JUP/PPM1A/CDK1/SMAD3/MDM2/CPSF6/ANP32B/IPO5/HSP90AA1/UBR5/GAS6/ZPR1/RAN/RBM22/FLNA/EMD/ECT2/TPR,26
GO:0032970,regulation of actin filament-based process,101/3235,385/18888,3.79E-06,8.20E-05,5.94E-05,KANK1/CRK/SERPINF2/PEAK3/RHOG/DAPK3/PFN1/FSCN1/RAC1/DSP/BRK1/KANK2/ROCK2/NEDD9/GATA4/TMSB4X/DLC1/BST2/DSTN/CAPZB/PPM1F/DMTN/CDC42/CYFIP1/ARHGAP17/STMN1/WASF2/PTK2B/TRIM27/TAOK1/TJP1/TAOK2/DSG2/RHPN2/CLASP2/GBA2/MYH9/PDXP/BAG4/RICTOR/JUP/SDC4/VASP/ARHGAP35/CD2AP/ARF6/SHANK3/SMAD4/TMOD3/MYADM/SPTBN1/LRP1/CX3CL1/SPTB/SMAD3/FHOD1/CTTN/ADD2/ARAP1/CDC42EP4/LIMK1/GRB2/BAIAP2/ACTG1/RAC3/AKAP13/RASA1/SRI/EVL/FER/ATP2A2/ARPC3/AP1AR/RHOC/MET/CAPZA2/GSN/CLASP1/RHOF/MTSS1/ARPC5L/SPTAN1/ARHGAP18/CYRIB/ABL1/CCN2/MTPN/PFN2/SLC4A2/HAX1/FLNA/SPTA1/F11R/ECT2/ABL2/ARPC5/DVL3/PAK2/PROX1/VIL1/ARF1,101
GO:0032210,regulation of telomere maintenance via telomerase,24/3235,55/18888,3.84E-06,8.26E-05,5.98E-05,TP53/MAP2K7/CTC1/CCT5/HNRNPC/MAPK1/MAPK3/SRC/CTNNB1/TENT4B/HNRNPA1/CCT6A/TERF2/CCT7/TNKS2/DCP2/DKC1/SMG5/CCT3/TCP1/MAP3K4/NEK7/XRCC5/HNRNPU,24
GO:0044774,mitotic DNA integrity checkpoint signaling,33/3235,88/18888,3.95E-06,8.48E-05,6.14E-05,EME2/FZR1/TP53/CDKN1B/BABAM1/PLK1/RPA2/WAC/TAOK1/TAOK2/IER3/DONSON/CDKN1A/CDC6/GTSE1/PRKDC/BRSK1/CDK2/CDK1/RAD9A/MDM2/CCND1/FOXO4/RFWD3/E2F7/MBTPS1/TICRR/NBN/TAOK3/CASP2/UIMC1/MRNIP/GIGYF2,33
GO:0019319,hexose biosynthetic process,34/3235,92/18888,4.14E-06,8.83E-05,6.40E-05,DGKQ/STK11/TPI1/ENO2/USP7/PRKACA/SLC25A1/SLC39A14/ALDOC/GPI/MTCL2/ATF4/FOXO1/EP300/KAT2A/G6PC1/SORD/GPD1/ARPP19/PCK1/DDB1/SIRT1/ACADM/MDH2/SLC25A10/RBP4/CRY1/TCF7L2/SLC37A4/CHST15/WDR5/AKR1B1/CLK2/ZNF692,34
GO:0042149,cellular response to glucose starvation,21/3235,45/18888,4.17E-06,8.83E-05,6.40E-05,MYBBP1A/PLIN3/TP53/PLIN2/XBP1/MTMR3/ATF4/PRKAA1/SLC2A1/HNRNPA1/PRKAA2/KAT5/SIRT1/YWHAG/SLC7A5/EIF2AK3/ASNS/YWHAZ/FOXO3/HSPA5/NFE2L2,21
GO:1903214,regulation of protein targeting to mitochondrion,21/3235,45/18888,4.17E-06,8.83E-05,6.40E-05,UBE2J2/MICALL2/SREBF1/UBE2L3/TOMM7/BNIP3L/BAG4/PRKAA1/SREBF2/ATG13/SAE1/ARIH2/BAP1/HUWE1/LMAN1/LEPROT/USP36/TOMM70/UBE2D3/HAX1/FZD5,21
GO:1903573,negative regulation of response to endoplasmic reticulum stress,21/3235,45/18888,4.17E-06,8.83E-05,6.40E-05,USP14/SGTA/WFS1/LPCAT3/XBP1/BCL2L1/ATF6B/CREB3/PPP1R15A/TMBIM6/NR1H2/PTPN1/TXNDC12/HERPUD1/SYVN1/UFL1/DNAJB9/HYOU1/HSPA5/GRINA/OPA1,21
GO:0000086,G2/M transition of mitotic cell cycle,45/3235,136/18888,4.27E-06,8.98E-05,6.50E-05,PKMYT1/FZR1/CDC25B/CTC1/WEE1/DNM2/MIIP/BRD4/BABAM1/RCC2/PLK1/APP/TAOK1/TAOK2/IER3/DONSON/CCNY/CDKN1A/CDC6/CALM3/CALM2/CDC25A/ARPP19/BRSK1/CDK2/AURKA/CDK1/RAB11A/CCNB1/CCND1/FOXO4/SIN3A/MBTPS1/TICRR/NBN/CDK6/RRM2B/RAD21/TAOK3/ENSA/FBXO5/NES/UIMC1/MRNIP/CENPF,45
GO:0006606,protein import into nucleus,51/3235,161/18888,4.27E-06,8.98E-05,6.50E-05,TSC2/NUP98/MAVS/JAK2/TP53/ELAVL1/IPO7/TARDBP/TNPO2/NUP153/E2F3/NUP58/NF1/NFKBIA/MAPK14/CDKN1A/MED1/EP300/CHP1/JUP/STAT3/PKIG/STK4/KPNB1/NUP62/CDK1/POLA2/SMAD3/KPNA2/PPP3R1/TNPO1/POM121/POM121C/IPO5/HSP90AA1/UBR5/ZPR1/TNPO3/RAN/NUP214/NOTCH1/FAM53C/TXNIP/RBM22/FLNA/LMNA/KPNA4/ECT2/SQSTM1/TPR/NUP133,51
GO:0010632,regulation of epithelial cell migration,82/3235,298/18888,4.38E-06,9.17E-05,6.65E-05,PDCD6/SERPINF1/PDPK1/PFN1/RAC1/RREB1/PTPRM/PIK3CD/EMP2/ROCK2/IQSEC1/CALR/TMSB4X/EPHA2/RHOB/MAP2K3/PPM1F/PTK2B/TGFBR2/PATZ1/NF1/ARHGAP5/CLASP2/GPI/SRC/CARD10/FGFR1/MACF1/THBS1/PLCG1/JUP/STAT5A/CEACAM1/VEGFA/GRN/CD40/PTPN23/HDAC7/HDAC6/ARF6/EMC10/ITGA2/SP1/RTN4/ZNF580/PLPP3/ATP5F1B/RAB11A/APOH/PRKCA/SIRT1/SOX9/BCAR1/ARSB/CIB1/TGFBR3/KRIT1/LGMN/NR2F2/EVL/MAP4K4/CORO1C/MET/CLASP1/DAB2IP/DOCK1/GATA2/ABL1/NOTCH1/PIK3CB/PFN2/MECP2/EFNA1/PDCD10/NFE2L2/GLUL/BMPR2/ADIPOR1/PROX1/AAMP/VIL1/AGT,82
GO:0034502,protein localization to chromosome,42/3235,124/18888,4.52E-06,9.43E-05,6.83E-05,PIAS4/TPP1/CCT5/JARID2/RCC2/PLK1/RPA2/BRD2/VCP/NIPBL/BUB1B/PPHLN1/SETD2/ZMYND8/SPI1/SPIDR/CCT6A/CTCFL/CDK1/ZWILCH/TERF2/CCT7/TERF2IP/WBP2/TTK/WAPL/TNKS2/SLF2/ZW10/RAD21/BUB3/CDK9/BRD3/MACROH2A1/HTATSF1/DKC1/CCT3/TCP1/BOD1/MRNIP/XRCC5/PARP1,42
GO:2001234,negative regulation of apoptotic signaling pathway,70/3235,244/18888,4.54E-06,9.44E-05,6.84E-05,CSNK2A1/NOC2L/WFS1/ICAM1/GATA4/RAF1/PRDX2/RRN3/MPV17L/TMEM161A/BMI1/CCAR2/BCL2L2/XBP1/MAZ/IER3/BCL2L1/HSPA1B/DNAJA1/CREB3/SRC/PCGF2/ATF4/THBS1/CTNNB1/DDX3X/GATA1/BAX/TMBIM6/GNAI2/PTPN1/TXNDC12/HERPUD1/CX3CL1/SYVN1/RELA/SIRT1/MDM2/TAF9/CTTN/PPIF/PYCR1/GCLM/SERPINE1/RRM2B/YAP1/PSMD10/TCF7L2/HYOU1/SLC25A5/TNFAIP3/PIK3CB/CTNNA1/GRINA/CD74/MCL1/SIAH2/FGA/ARHGEF2/LMNA/ACVR1/SOD2/ITGA6/HMGB2/NFE2L2/IVNS1ABP/OPA1/CFLAR/STRADB/TMBIM1,70
GO:0003279,cardiac septum development,38/3235,108/18888,4.57E-06,9.44E-05,6.84E-05,NPRL3/FGFRL1/NSD2/TP53/CRELD1/JAG1/GATA4/DHRS3/TBX1/DCTN5/SNX17/TGFBR2/HECTD1/AP2B1/TAB1/PTK7/SMAD7/SMAD4/MKS1/MDM2/FRS2/HEY1/CCN1/BMPR1A/ZFPM1/TGFBR3/TRIP11/TBX3/NOTCH2/HEG1/PLXND1/NOTCH1/MATR3/NDST1/ACVR1/MAML1/BMPR2/PROX1,38
GO:0010586,miRNA metabolic process,38/3235,108/18888,4.57E-06,9.44E-05,6.84E-05,TP53/SMARCA4/SREBF1/WT1/PPARD/AGO4/FOXA1/DDX17/RARA/MRTFA/SREBF2/STAT3/SRF/XPO5/VEGFA/SPI1/TENT4B/NR1H2/SMAD4/JUN/ZNF512B/RELA/FOSL1/SMAD3/SOX9/BMPR1A/DICER1/YY1/FOXO3/NOTCH2/RC3H2/NCOR2/MYC/GATA2/EGR1/AGO2/AGT/DIS3L2,38
GO:0007369,gastrulation,60/3235,200/18888,4.61E-06,9.51E-05,6.89E-05,AXIN1/WNK1/DVL1/TAF10/TP53/KDM6B/TWSG1/PRKACA/EPHA2/HIRA/FOXA2/MMP14/AHDC1/TGFBR2/ITGB1/CLASP2/GPI/MYH9/TGIF2/FGFR1/ACVR2B/ETS2/UGDH/CTNNB1/RTF1/SRF/EXT2/HNF4A/SETD2/TAL1/DAG1/SMAD4/DKK1/ITGA2/MYADM/PLPP3/MMP15/ARFRP1/HMGA2/MAP2K1/RBM14/SMAD3/LRP5/PRKAR1A/FRS2/GRB2/HSBP1/BMPR1A/TXNRD1/DLD/CLASP1/ITGB5/GPC3/BRD3/MACROH2A1/ACVR1/DUSP1/CDC73/BMPR2/FN1,60
GO:0033674,positive regulation of kinase activity,83/3235,303/18888,4.64E-06,9.54E-05,6.91E-05,AXIN1/STK11/FGFR3/PDPK1/ADRA2C/PRNP/JAK2/INSR/DLG4/MAP2K7/EMP2/NEDD9/EPHA2/MAP2K3/ABI1/MAPRE3/PTK2B/UNC119/TRAF4/TAOK2/TGFBR2/DDR1/TPX2/CCNY/CDKN1A/SRC/CARD10/FGFR1/TAB1/THBS1/ERBB2/MAP3K10/DDX3X/CCND3/VEGFA/CD40/CALM3/F2/CALM2/PRKAG1/PTPN1/LRP8/MMD/ZFP91/MARK2/AXIN2/HMGA2/MAP2K1/SIRT1/CCND1/CCN1/NBN/CIB1/ROR2/IGF1R/EPHB4/HSP90AA1/RELN/PSMD10/PSRC1/CSF1/ERP29/GAS6/MET/TAOK3/CACUL1/DAB2IP/PRRC1/ABL1/TRAF2/CD74/IRAK1/EFNA1/MAP3K4/PDCD10/ECT2/FGFR4/MRNIP/STRADB/PROX1/XRCC5/AGT/CAB39,83
GO:0014044,Schwann cell development,20/3235,42/18888,4.79E-06,9.80E-05,7.10E-05,SKI/ILK/RAF1/MAPK1/MAPK3/NF1/PARD3/SIRT2/SOS1/ERBB2/AKT2/CNTNAP1/DAG1/MAP2K1/PPP3R1/GRB2/DICER1/NDRG1/ADGRG6/PLEC,20
GO:0071900,regulation of protein serine/threonine kinase activity,75/3235,267/18888,4.93E-06,0.000100333,7.27E-05,TRIB3/CDKN1C/PKMYT1/TFAP4/INSR/MAP2K7/IPO7/LRP6/DUSP16/CDKN1B/GTF2H1/TSG101/LATS2/PLK1/MAPRE3/NF1/DNAJA1/HIPK3/CCNY/STK38/CDKN1A/SRC/FGFR1/TAB1/CDK12/THBS1/ERBB2/MAP3K10/CDC6/DDX3X/CCND3/VEGFA/PKIG/HEXIM1/CD40/CALM3/CALM2/CDC25A/CCNT1/PTPN1/HMGA2/MAP2K1/SIRT1/LRP5/PRKAR1A/CCNB1/CCND1/CCNI/HGS/CIB1/HHEX/NR2F2/IPO5/PSMD10/PSRC1/PDCD4/ERP29/TAOK3/DAB2IP/SPRY1/HEG1/TRIB1/ABL1/CCNT2/MACROH2A1/TRAF2/SPRY4/IRAK1/MAP3K4/PDCD10/DUSP1/RGS14/PROX1/AGT/CAB39,75
GO:0046626,regulation of insulin receptor signaling pathway,28/3235,70/18888,4.93E-06,0.000100333,7.27E-05,KANK1/CTSD/TSC2/IGF2/LONP1/SOCS1/SNX5/PIP4K2A/PRKCB/SRC/PIP4K2B/PRKAA1/GNAI2/PTPN1/GRB10/PIP4K2C/RELA/RBM4/SIRT1/OSBPL8/ZNF592/SIK2/SORL1/ENPP1/ZBTB7B/AHSG/ADIPOR1/NUCKS1,28
GO:0008203,cholesterol metabolic process,46/3235,141/18888,5.16E-06,0.000104488,7.57E-05,DGKQ/IDI1/LPCAT3/ERRFI1/LDLR/FDFT1/SREBF1/APP/NR0B2/SNX17/EPHX2/CEBPA/PPARD/GBA2/APOL2/STARD3/PRKAA1/ACLY/SREBF2/HMGCS1/APOC1/LSS/SCAP/NFE2L1/DHCR24/PCSK9/PRKAA2/FECH/CLN6/LRP5/DHCR7/FDXR/HMGCR/TSKU/MBTPS1/MVD/ERLIN1/ABCA1/APOA5/INSIG2/SQLE/INSIG1/MSMO1/SOAT1/CYP27A1/LBR,46
GO:1904356,regulation of telomere maintenance via telomere lengthening,26/3235,63/18888,5.40E-06,0.000109116,7.91E-05,TP53/MAP2K7/CTC1/CCT5/HNRNPC/MAPK1/HNRNPA2B1/MAPK3/SRC/CTNNB1/TENT4B/HNRNPA1/CCT6A/TERF2/CCT7/TNKS2/DCP2/DKC1/SMG5/CCT3/TCP1/MAP3K4/NEK7/XRCC5/PARP1/HNRNPU,26
GO:0000723,telomere maintenance,50/3235,158/18888,5.45E-06,0.000109334,7.92E-05,TELO2/PCNA/TP53/MAP2K7/CTC1/USP7/CCT5/MAD2L2/UPF1/HNRNPC/MAPK1/HNRNPA2B1/RPA2/NSMCE3/INO80E/MAPK3/SRC/RFC1/CTNNB1/PRKDC/TENT4B/HNRNPA1/CCT6A/TNKS1BP1/FEN1/TERF2/LTO1/CCT7/YLPM1/TERF2IP/SHLD2/NBN/TNKS2/YY1/SLF2/HSP90AA1/DCP2/MYC/RUVBL1/NFRKB/DKC1/SMG5/CCT3/TCP1/MAP3K4/NEK7/INO80D/XRCC5/PARP1/HNRNPU,50
GO:1905818,regulation of chromosome separation,29/3235,74/18888,5.45E-06,0.000109334,7.92E-05,CSNK2A1/TRIP13/MAD2L2/KLHL22/PLK1/ZNF207/CDCA8/BUB1B/MAD2L1BP/UBE2C/DLGAP5/ZWINT/INCENP/ZWILCH/CCNB1/BIRC5/TTK/ANAPC11/ANAPC7/ZW10/RAD21/MAD2L1/BUB3/FBXO5/NCAPG2/NUF2/DUSP1/TPR/CENPF,29
GO:1903432,regulation of TORC1 signaling,34/3235,93/18888,5.47E-06,0.000109334,7.92E-05,NPRL3/DGKQ/STK11/TSC2/USP7/VHL/SEH1L/PRKACA/SMCR8/RRAGA/KLHL22/UBE3A/WAC/MAPK3/PIM1/SRC/PRKAA1/RBX1/EP300/AKT1S1/PRKAA2/UBE2D1/OTUB1/WDR59/YWHAG/UBE2N/LAMTOR4/YWHAZ/LAMTOR5/FNIP1/CSNK1A1/RHEB/FNIP2/DYRK3,34
GO:0031346,positive regulation of cell projection organization,95/3235,360/18888,5.58E-06,0.000111347,8.07E-05,AGRN/STK11/DVL1/SERPINF1/TBC1D24/PFN1/FSCN1/RAC1/DLG4/RREB1/NDEL1/KIDINS220/BRK1/EIF4G2/NEDD9/TAPT1/CDKL5/PUM2/CDC42/EEF2K/CYFIP1/WASF2/PTK2B/DDR1/CAPRIN1/SRC/FGFR1/MACF1/MIEN1/EP300/KAT2A/TRAK1/RETREG3/PTK7/SRF/VEGFA/GRN/MDK/ARHGAP35/ZMYND8/HDAC6/AP2A1/FUZ/ARF6/ATF1/ADNP/ITGA2/LRP8/CX3CL1/MARK2/ACTR2/MAP2K1/RAB21/IST1/MAP1B/ARAP1/CDC42EP4/NPTN/LIMK1/SEMA7A/ENC1/TMEM30A/SCARB2/SEPTIN9/ARSB/ATMIN/BAIAP2/FZD4/ROR2/PLXNC1/ZFYVE27/STK24/IGF1R/GPC2/HSP90AA1/CUX1/RELN/CORO1C/DYNLL1/DAB2IP/PLXNA1/PLXND1/ABL1/FLNA/GDI1/ITGA6/NFE2L2/DBN1/ABL2/DVL3/CFLAR/BMPR2/FN1/VIL1/STK25,95
GO:0140747,regulation of ncRNA transcription,35/3235,97/18888,5.63E-06,0.000111887,8.11E-05,TP53/SMARCA4/SREBF1/WT1/PPARD/FOXA1/RARA/MRTFA/SREBF2/STAT3/SRF/VEGFA/ZC3H4/SPI1/NR1H2/SMAD4/WDR82/MARS1/JUN/ZNF512B/RELA/FOSL1/SMAD3/SOX9/BMPR1A/YY1/MEPCE/FOXO3/NOTCH2/NCOR2/MYC/GATA2/MACROH2A1/EGR1/AGT,35
GO:0031334,positive regulation of protein-containing complex assembly,59/3235,197/18888,5.85E-06,0.000115863,8.39E-05,MAVS/PFN1/FSCN1/RAC1/TP53/BRK1/CDKN1B/AJUBA/PTK2B/GIT1/HSPA1B/MAPRE1/VCP/SRC/BAG4/RICTOR/BMF/DDX3X/VEGFA/VASP/AMBRA1/CKAP5/TAL1/SPIDR/MAPK8/BAX/ARF6/NR1H2/PSMC6/ARL2/CTTN/MAP1B/CDC42EP4/DCTN1/GRB2/TRIM65/BAIAP2/PIEZO1/EVL/WARS1/SLF2/BTK/HSP90AA1/ABCA1/FER/PSRC1/BCL2L11/RHOC/MET/CLASP1/DAB2IP/FNIP1/STMP1/PFN2/MECP2/FNIP2/EIF4G1/TFRC/NEK7,59
GO:0045815,transcription initiation-coupled chromatin remodeling,18/3235,36/18888,5.98E-06,0.000118186,8.56E-05,NOC2L/GLYR1/TP53/SMARCA4/ARID1A/EP300/SPI1/SMARCD1/CTCFL/TRMT112/RBM14/WBP2/PHF2/KMT2A/WDR5/MACROH2A1/ARID1B/USP21,18
