,chrom,start,end,strand,confidence_score,sample_or_tissue_used
38780,chr14,77028571,77028628,-,4.064158778,HepG2
28206,chr4,77047786,77047839,-,3.016910938,HepG2
28207,chr4,77047798,77047872,-,4.639920509,HepG2
34335,chr5,77073725,77073757,-,3.693916752,HepG2
34334,chr5,77073717,77073725,-,3.693916752,HepG2
28208,chr4,77157260,77157398,+,8.400903298,K562
38789,chr14,77458054,77458104,+,5.018019887,K562
9936,chr7,77537509,77537546,+,9.342591593,HepG2
9935,chr7,77537501,77537530,+,12.21558956,K562
38813,chr14,77731010,77731084,-,5.37656421,K562
38815,chr14,77738813,77738871,-,3.682185412,K562
38814,chr14,77738805,77738867,-,5.419897543,K562
19057,chr1,78016359,78016383,+,3.178734411,K562
19058,chr1,78016987,78017055,+,6.466272034,K562
33282,chr17,78111817,78111850,-,3.36069115,K562
33283,chr17,78112863,78112893,-,5.271256259,K562
33281,chr17,78111528,78111607,-,3.178734411,K562
33280,chr17,78110755,78110866,-,4.105895486,K562
5899,chr9,78329771,78329817,+,4.269339392,HepG2
8119,chr15,78473263,78473308,+,3.96221267,HepG2
8120,chr15,78498360,78498477,+,20.67933453,K562
8121,chr15,78500819,78500904,+,3.016910938,HepG2
28212,chr4,78541190,78541262,+,4.279424552,HepG2
28215,chr4,78544004,78544048,+,3.189448735,HepG2
28214,chr4,78543972,78544049,+,4.064158778,HepG2
28213,chr4,78543964,78544004,+,5.018185287,HepG2
34349,chr5,78778134,78778178,-,3.016910938,HepG2
12987,chr18,79146259,79146292,+,3.36069115,K562
12988,chr18,79146335,79146377,+,3.504713402,HepG2
12981,chr18,79145091,79145221,+,14.51455968,K562
12982,chr18,79145102,79145205,+,5.793733402,HepG2
12989,chr18,79146335,79146386,+,8.704718859,HepG2
12990,chr18,79146413,79146467,+,5.271256259,K562
12986,chr18,79145449,79145482,+,4.739795003,HepG2
12992,chr18,79146416,79146476,+,6.374716263,HepG2
12993,chr18,79146574,79146619,+,3.36069115,K562
12983,chr18,79145145,79145188,+,5.340467232,HepG2
12985,chr18,79145433,79145472,+,3.991571025,K562
12984,chr18,79145290,79145337,+,5.271256259,K562
12994,chr18,79146578,79146614,+,3.693916752,HepG2
12991,chr18,79146415,79146476,+,11.2621398,HepG2
12980,chr18,79145090,79145185,+,4.661193622,K562
27224,chr10,79315650,79315697,+,3.016910938,HepG2
27222,chr10,79314367,79314375,+,3.189448735,HepG2
27223,chr10,79314375,79314402,+,3.536314955,HepG2
27225,chr10,79316136,79316171,+,3.511542639,HepG2
27228,chr10,79351486,79351498,+,4.269339392,HepG2
27234,chr10,79354624,79354690,+,7.703129555,K562
27232,chr10,79354291,79354332,+,3.266697184,K562
27231,chr10,79354282,79354348,+,5.858969044,K562
27233,chr10,79354538,79354591,+,7.399850431,HepG2
27237,chr10,79684454,79684495,-,3.199661376,HepG2
27235,chr10,79683615,79683623,-,3.693916752,HepG2
27236,chr10,79683623,79683649,-,3.199661376,HepG2
26128,chr6,79702030,79702077,+,3.915254684,K562
33412,chr17,79787426,79787504,+,8.813213123,HepG2
33410,chr17,79785439,79785480,+,5.32198595,HepG2
33411,chr17,79786776,79786815,+,3.199661376,HepG2
33413,chr17,79833538,79833579,-,4.557780101,HepG2
33414,chr17,79833839,79833885,-,3.36069115,K562
33825,chr17,79834977,79835046,-,4.584678521,HepG2
13002,chr18,80139773,80139821,+,3.189448735,HepG2
13001,chr18,80138852,80138909,+,3.915254684,K562
33441,chr17,80306370,80306409,+,3.199661376,HepG2
8174,chr15,80978301,80978381,-,4.640911235,HepG2
8176,chr15,80978508,80978534,-,3.199661376,HepG2
8175,chr15,80978318,80978398,-,10.4073764,HepG2
8177,chr15,81003798,81003842,+,3.199661376,HepG2
22568,chr16,81043936,81043967,+,3.199661376,HepG2
33447,chr17,81114308,81114354,+,3.199661376,HepG2
38816,chr14,81176355,81176407,-,3.199661376,HepG2
38817,chr14,81204054,81204096,-,5.340467232,HepG2
38821,chr14,81473826,81473866,-,3.96221267,HepG2
38818,chr14,81472952,81473016,-,4.739795003,HepG2
38819,chr14,81472953,81473057,-,7.703129555,K562
38822,chr14,81475467,81475532,-,4.739795003,HepG2
38820,chr14,81473805,81473867,-,4.545455288,HepG2
33468,chr17,81550484,81550491,-,3.693916752,HepG2
33469,chr17,81550491,81550513,-,3.693916752,HepG2
15181,chr8,81658033,81658153,-,5.37656421,K562
22573,chr16,81667058,81667097,+,3.693916752,HepG2
22574,chr16,81705507,81705569,+,5.018185287,HepG2
33560,chr17,81707414,81707470,+,5.266761796,K562
33559,chr17,81707254,81707324,+,5.291155126,HepG2
22590,chr16,81711626,81711720,+,7.901234481,K562
33605,chr17,81869009,81869044,-,4.269339392,HepG2
33606,chr17,81887875,81887917,-,4.937746775,HepG2
33607,chr17,81887917,81887956,-,5.640136071,HepG2
33636,chr17,81920815,81920816,-,3.610284393,K562
33631,chr17,81918407,81918449,-,6.554074475,K562
33635,chr17,81920695,81920756,-,9.52300384,K562
33629,chr17,81918305,81918395,-,9.979183113,K562
33630,chr17,81918347,81918393,-,6.677211532,K562
33637,chr17,81920926,81920969,-,4.232507593,HepG2
33633,chr17,81918825,81918854,-,4.367798095,K562
33634,chr17,81919493,81919530,-,3.199661376,HepG2
33638,chr17,81920976,81921023,-,3.476468913,HepG2
33639,chr17,81921015,81921086,-,7.553343713,K562
33632,chr17,81918441,81918511,-,7.235175302,K562
33646,chr17,81922989,81923016,-,3.536314955,HepG2
33647,chr17,81923024,81923040,-,3.199661376,HepG2
33664,chr17,81955998,81956044,-,11.89491103,HepG2
33663,chr17,81955940,81955984,-,17.10065995,HepG2
33662,chr17,81955863,81955876,-,7.575589322,HepG2
33660,chr17,81955757,81955800,-,19.61504244,HepG2
33661,chr17,81955762,81955853,-,3.991571025,K562
33677,chr17,82023372,82023413,+,3.189448735,HepG2
33696,chr17,82228466,82228481,+,3.693916752,HepG2
33712,chr17,82463438,82463501,+,16.03488771,K562
33858,chr17,82582773,82582824,+,3.016910938,HepG2
33739,chr17,82604404,82604466,+,4.227194163,K562
33745,chr17,82727704,82727781,+,4.007253545,HepG2
33746,chr17,82890881,82890943,+,3.266697184,K562
5901,chr9,83660604,83660660,-,4.227194163,K562
5900,chr9,83660455,83660499,-,4.545455288,HepG2
5902,chr9,83660611,83660664,-,7.88849318,K562
22598,chr16,83965956,83965996,+,3.536314955,HepG2
22599,chr16,84053795,84053868,-,11.24601913,HepG2
22609,chr16,85593206,85593239,+,3.36069115,K562
36470,chr2,85616208,85616285,+,5.271256259,K562
12194,chr11,85663362,85663400,-,3.915254684,K562
36471,chr2,86170775,86170815,-,3.55428109,HepG2
36472,chr2,86211480,86211530,+,3.536314955,HepG2
15854,chr8,86342748,86342818,+,6.520826926,K562
36491,chr2,86603722,86603799,-,4.594322111,HepG2
37911,chr2,86603952,86604012,-,4.064158778,HepG2
36493,chr2,86774210,86774263,+,4.739795003,HepG2
36492,chr2,86773732,86773769,+,5.529101386,HepG2
36494,chr2,86777358,86777458,+,11.84507476,K562
36495,chr2,86777366,86777477,+,15.88287161,K562
12221,chr11,86946117,86946154,-,3.189448735,HepG2
12222,chr11,86946841,86946885,-,4.01631793,HepG2
12220,chr11,86945938,86946003,-,5.967101334,HepG2
28274,chr4,87046839,87046936,+,4.01631793,HepG2
22648,chr16,87333969,87334024,-,5.577359118,HepG2
22657,chr16,87709380,87709426,-,3.36069115,K562
30115,chr12,88197466,88197512,+,3.693916752,HepG2
22686,chr16,88516391,88516475,+,4.734599103,K562
28393,chr4,88521715,88521753,-,4.661193622,K562
28392,chr4,88521595,88521623,-,3.693916752,HepG2
22687,chr16,88627958,88628078,+,4.396348092,K562
22699,chr16,88652331,88652471,-,32.45914518,K562
22691,chr16,88651962,88652007,-,3.55428109,HepG2
22692,chr16,88651963,88652024,-,19.75771704,K562
22693,chr16,88651965,88652025,-,18.10522297,K562
22696,chr16,88652191,88652296,-,53.77147132,K562
22697,chr16,88652201,88652306,-,77.18265282,K562
22698,chr16,88652314,88652470,-,61.00373794,K562
22694,chr16,88652115,88652191,-,22.45479188,K562
22695,chr16,88652138,88652201,-,27.75870261,K562
22723,chr16,88716050,88716094,-,5.419897543,K562
22722,chr16,88716039,88716103,-,13.1800874,K562
22724,chr16,88737270,88737320,-,3.540116796,K562
36501,chr2,88750199,88750256,+,7.200645664,K562
36500,chr2,88750163,88750210,+,3.693916752,HepG2
36502,chr2,88750387,88750434,+,5.018019887,K562
36503,chr2,88750466,88750500,+,3.545634347,K562
36499,chr2,88750157,88750256,+,8.307565636,K562
22727,chr16,88808434,88808482,+,6.099840782,K562
22726,chr16,88808370,88808459,+,13.50908684,K562
22725,chr16,88808359,88808416,+,6.863014816,K562
22728,chr16,88808468,88808536,+,3.96221267,HepG2
26192,chr6,89084494,89084525,+,4.640911235,HepG2
26193,chr6,89084499,89084527,+,3.693916752,HepG2
8239,chr15,89195877,89195924,+,3.424169967,K562
6116,chr9,89316629,89316657,+,7.799232376,K562
6112,chr9,89316478,89316515,+,11.96066521,K562
6114,chr9,89316514,89316601,+,38.13432761,K562
6113,chr9,89316479,89316514,+,10.19207955,K562
6117,chr9,89316638,89316670,+,7.326693346,K562
6115,chr9,89316515,89316578,+,36.94892469,K562
30116,chr12,89348260,89348294,-,3.511542639,HepG2
30129,chr12,89352161,89352254,-,12.51980615,HepG2
30131,chr12,89352341,89352409,-,13.80576325,HepG2
30130,chr12,89352209,89352249,-,5.611903774,HepG2
30128,chr12,89351767,89351797,-,5.639574165,HepG2
27300,chr10,89418509,89418553,+,3.693916752,HepG2
8267,chr15,89801582,89801605,-,3.882310524,HepG2
19086,chr1,90027588,90027692,+,12.3820147,K562
19085,chr1,90027566,90027653,+,4.105895486,K562
8271,chr15,90265809,90265862,+,4.017282261,K562
16012,chr13,91348816,91348858,+,14.784336,K562
16013,chr13,91348947,91349029,+,32.49011229,K562
16014,chr13,91349029,91349070,+,16.49532529,K562
6121,chr9,91409134,91409187,-,15.15634995,HepG2
6124,chr9,91409234,91409266,-,6.109926836,HepG2
6123,chr9,91409229,91409267,-,3.536314955,HepG2
6122,chr9,91409136,91409204,-,5.37656421,K562
6125,chr9,91723234,91723308,-,3.36069115,K562
38823,chr14,91969044,91969087,-,4.512902227,HepG2
30148,chr12,92143263,92143372,-,13.69192671,K562
30147,chr12,92143237,92143367,-,4.545455288,HepG2
30149,chr12,92143885,92143931,-,8.592830124,K562
30150,chr12,92145588,92145639,-,4.52966126,HepG2
34357,chr5,92335723,92335759,+,3.199661376,HepG2
27311,chr10,92690024,92690066,+,3.016910938,HepG2
6129,chr9,92713923,92713981,-,5.229321962,K562
6128,chr9,92713663,92713718,-,3.424169967,K562
6126,chr9,92713659,92713714,-,4.070298109,HepG2
6133,chr9,92715122,92715153,-,3.693916752,HepG2
6131,chr9,92715072,92715140,-,3.424169967,K562
6130,chr9,92714994,92715075,-,5.2156211,HepG2
6132,chr9,92715113,92715122,-,3.693916752,HepG2
6127,chr9,92713662,92713716,-,8.704718859,HepG2
19118,chr1,93846877,93846914,-,5.340467232,HepG2
4235,chr3,94126593,94126634,+,3.693916752,HepG2
30159,chr12,94306152,94306189,+,5.340467232,HepG2
38838,chr14,94442524,94442582,-,11.45754818,HepG2
27319,chr10,94613335,94613394,+,4.594322111,HepG2
27320,chr10,94613767,94613814,+,4.739795003,HepG2
38855,chr14,94615049,94615076,+,4.070298109,HepG2
15250,chr8,95154381,95154420,+,3.266697184,K562
38878,chr14,95190865,95190870,-,3.693916752,HepG2
38879,chr14,95190870,95190891,-,3.693916752,HepG2
27321,chr10,95237714,95237881,-,10.39344345,HepG2
34358,chr5,95556715,95556764,+,4.619541281,K562
16016,chr13,95794688,95794737,+,4.739795003,HepG2
16015,chr13,95794662,95794727,+,4.545455288,HepG2
34360,chr5,95888238,95888286,-,4.52966126,HepG2
34359,chr5,95888157,95888221,-,7.127411047,HepG2
34361,chr5,95888259,95888298,-,3.536314955,HepG2
27324,chr10,96159270,96159339,+,3.016910938,HepG2
36506,chr2,96184942,96184966,-,3.199661376,HepG2
36511,chr2,96185333,96185380,-,8.813213123,HepG2
36509,chr2,96185244,96185298,-,7.32713412,HepG2
36510,chr2,96185332,96185380,-,12.1429325,HepG2
36507,chr2,96185020,96185081,-,6.793337622,K562
36508,chr2,96185034,96185072,-,6.923796619,HepG2
36505,chr2,96184935,96184953,-,3.36069115,K562
36504,chr2,96184928,96184977,-,4.661830076,K562
36523,chr2,96274846,96274947,-,10.50896064,K562
36522,chr2,96274842,96275010,-,14.54454603,K562
6151,chr9,96387977,96388021,-,3.693916752,HepG2
12243,chr11,96393148,96393200,+,3.915254684,K562
27325,chr10,96521079,96521136,-,5.997923831,HepG2
27327,chr10,96521266,96521296,-,3.536314955,HepG2
27326,chr10,96521188,96521238,-,5.098853371,HepG2
26194,chr6,96555096,96555148,+,3.610284393,K562
15262,chr8,96610522,96610574,+,3.55428109,HepG2
15261,chr8,96610313,96610360,+,9.015849449,HepG2
36532,chr2,96811726,96811804,+,3.178734411,K562
36539,chr2,96859885,96860015,-,400.0,K562
36537,chr2,96859868,96859925,-,15.51406262,HepG2
36533,chr2,96859823,96859883,-,43.12140927,K562
36538,chr2,96859883,96859941,-,69.86818893,K562
36546,chr2,96860155,96860198,-,13.2768836,K562
36549,chr2,96860159,96860189,-,5.779849793,HepG2
36548,chr2,96860158,96860290,-,28.29542912,HepG2
36547,chr2,96860158,96860198,-,20.15639334,K562
36540,chr2,96859908,96859985,-,25.37923951,HepG2
36543,chr2,96859947,96860012,-,56.35150338,K562
36536,chr2,96859830,96859885,-,31.20253344,K562
36551,chr2,96860198,96860254,-,30.91656905,K562
36550,chr2,96860198,96860246,-,13.59262609,K562
36535,chr2,96859828,96859868,-,9.588368006,HepG2
36552,chr2,96860431,96860448,-,6.360025702,HepG2
36544,chr2,96860081,96860109,-,6.647382247,HepG2
36534,chr2,96859827,96859870,-,17.16013195,HepG2
36545,chr2,96860095,96860110,-,8.356349468,K562
36542,chr2,96859941,96859947,-,49.05991703,K562
36541,chr2,96859925,96859994,-,19.93014994,HepG2
26195,chr6,96891035,96891083,-,3.424169967,K562
27335,chr10,96994543,96994604,+,3.504713402,HepG2
27336,chr10,96995737,96995805,+,5.2156211,HepG2
27337,chr10,96995742,96995794,+,5.340467232,HepG2
34363,chr5,97037393,97037461,+,3.424169967,K562
34364,chr5,97037421,97037464,+,3.693916752,HepG2
34362,chr5,97035191,97035248,+,4.512902227,HepG2
27346,chr10,97333286,97333344,-,3.610284393,K562
27344,chr10,97332918,97332926,-,3.693916752,HepG2
27345,chr10,97332926,97332955,-,3.693916752,HepG2
27347,chr10,97334612,97334681,-,4.01631793,HepG2
36553,chr2,97646118,97646150,+,4.782928436,K562
36564,chr2,97656606,97656650,-,4.105895486,K562
36565,chr2,97656712,97656814,-,12.96317157,K562
9172,chr7,97852291,97852373,-,6.520826926,K562
6160,chr9,98015705,98015728,+,33.58541101,K562
9174,chr7,98205536,98205667,+,4.52966126,HepG2
16023,chr13,98403102,98403171,+,12.5666943,HepG2
30173,chr12,98535358,98535444,+,8.592830124,K562
30174,chr12,98535368,98535427,+,4.367798095,K562
30175,chr12,98550110,98550143,+,4.661830076,K562
4236,chr3,98579491,98579512,-,6.180812464,K562
4237,chr3,98579780,98579781,-,4.308259517,K562
4238,chr3,98579899,98579982,-,3.016910938,HepG2
4239,chr3,98579910,98580010,-,22.87497441,K562
4240,chr3,98579917,98579995,-,8.917379406,HepG2
4241,chr3,98580073,98580100,-,7.566486339,K562
4242,chr3,98580640,98580672,-,3.682185412,K562
4243,chr3,98591042,98591096,-,8.911403272,K562
8394,chr15,98707991,98708051,+,4.01631793,HepG2
4244,chr3,98796520,98796563,-,4.512902227,HepG2
6163,chr9,98835298,98835352,+,3.610284393,K562
34367,chr5,98883176,98883233,-,4.070298109,HepG2
34368,chr5,98929606,98929647,+,3.504713402,HepG2
28405,chr4,99062665,99062796,+,10.73714897,K562
28404,chr4,99062658,99062770,+,4.782928436,K562
28403,chr4,99062535,99062600,+,4.105895486,K562
28408,chr4,99131504,99131565,-,4.070298109,HepG2
6168,chr9,99222586,99222638,+,3.016910938,HepG2
9201,chr7,99396262,99396338,-,3.882310524,HepG2
9202,chr7,99396303,99396371,-,22.61948124,K562
9199,chr7,99396205,99396239,-,7.520223208,K562
9203,chr7,99396440,99396514,-,27.513853,K562
9204,chr7,99396446,99396512,-,22.0584041,K562
9200,chr7,99396248,99396303,-,25.75725986,K562
9198,chr7,99396190,99396236,-,10.70273796,K562
9212,chr7,100023586,100023659,+,8.256796074,HepG2
38894,chr14,100139589,100139631,+,4.512902227,HepG2
27380,chr10,100150301,100150346,-,7.333286257,HepG2
27381,chr10,100150301,100150371,-,11.35125954,HepG2
27382,chr10,100150596,100150617,-,3.504713402,HepG2
27383,chr10,100150789,100150821,-,3.96221267,HepG2
9235,chr7,100169949,100170022,-,4.28721069,K562
9234,chr7,100169757,100169856,-,3.915254684,K562
19149,chr1,100266666,100266703,+,3.199661376,HepG2
27384,chr10,100362890,100362936,+,10.33045069,K562
27387,chr10,100364755,100364792,+,22.53850147,HepG2
27388,chr10,100364781,100364796,+,7.901234481,K562
27385,chr10,100363717,100363744,+,9.029885678,K562
27386,chr10,100364752,100364796,+,18.18520169,HepG2
4246,chr3,100365354,100365431,-,5.793002868,K562
4245,chr3,100365192,100365246,-,5.340467232,HepG2
36575,chr2,100391959,100392048,-,3.424169967,K562
9236,chr7,100430473,100430535,+,5.018185287,HepG2
9237,chr7,100430498,100430543,+,4.105895486,K562
9238,chr7,100430644,100430676,+,4.269339392,HepG2
9266,chr7,100436261,100436311,-,7.72283998,K562
9270,chr7,100574596,100574635,-,27.12526893,K562
9273,chr7,100575014,100575059,-,17.29914924,K562
9272,chr7,100574688,100574711,-,12.27817925,K562
9271,chr7,100574599,100574637,-,14.14996061,K562
9315,chr7,100707376,100707439,+,8.992954572,K562
9325,chr7,100805643,100805679,-,3.96221267,HepG2
9326,chr7,100812940,100812992,-,8.765382759,HepG2
26196,chr6,100856587,100856634,-,5.779849793,HepG2
27402,chr10,100974993,100975024,+,3.199661376,HepG2
9338,chr7,101095391,101095448,+,4.681982602,K562
9340,chr7,101097646,101097747,+,6.863014816,K562
9339,chr7,101095454,101095526,+,4.661830076,K562
9336,chr7,101091246,101091302,+,3.266697184,K562
9337,chr7,101094828,101094873,+,3.610284393,K562
9342,chr7,101138223,101138275,+,59.09454414,HepG2
9343,chr7,101138295,101138322,+,23.60497081,HepG2
9345,chr7,101139096,101139128,+,37.7068364,HepG2
9344,chr7,101138346,101138363,+,20.5309442,HepG2
9346,chr7,101159139,101159156,+,4.661830076,K562
9351,chr7,101161093,101161181,+,26.93136894,K562
9348,chr7,101161001,101161042,+,6.180812464,K562
9347,chr7,101160900,101160949,+,9.663884436,K562
9349,chr7,101161001,101161043,+,8.876519791,K562
9353,chr7,101161218,101161261,+,15.1265543,K562
9354,chr7,101161229,101161241,+,5.271256259,K562
9350,chr7,101161092,101161183,+,45.03509954,K562
9352,chr7,101161104,101161178,+,5.640136071,HepG2
8407,chr15,101176070,101176122,-,3.693916752,HepG2
8408,chr15,101177624,101177701,-,4.017282261,K562
36576,chr2,101276615,101276671,-,9.430602679,HepG2
36577,chr2,101276623,101276668,-,6.814412237,HepG2
30229,chr12,101386230,101386283,+,3.504713402,HepG2
6171,chr9,101390396,101390441,-,8.12205604,HepG2
6170,chr9,101390394,101390433,-,3.016910938,HepG2
6169,chr9,101389713,101389755,-,3.199661376,HepG2
30230,chr12,101393843,101393885,-,3.610284393,K562
6172,chr9,101407982,101408013,+,3.511542639,HepG2
13778,chrX,101412235,101412283,+,4.640911235,HepG2
13777,chrX,101412199,101412221,+,3.266697184,K562
13779,chrX,101412271,101412308,+,3.693916752,HepG2
13781,chrX,101413959,101414017,+,4.640911235,HepG2
13780,chrX,101413365,101413462,+,8.593988107,K562
27414,chr10,101781456,101781524,-,62.8914688,K562
27413,chr10,101781445,101781521,-,32.85007304,K562
15380,chr8,102204683,102204742,-,3.178734411,K562
36613,chr2,102715974,102716083,-,3.511542639,HepG2
38921,chr14,102730355,102730472,+,18.30995462,K562
38922,chr14,102730419,102730480,+,7.530451455,K562
15405,chr8,102829846,102829882,-,3.545634347,K562
15406,chr8,102836298,102836361,-,4.396348092,K562
38942,chr14,103713951,103714042,-,4.681982602,K562
30408,chr12,104287039,104287093,+,3.016910938,HepG2
12284,chr11,106008525,106008555,-,5.340467232,HepG2
36619,chr2,106093353,106093429,-,14.69806653,HepG2
36620,chr2,106093363,106093429,-,5.793733402,HepG2
30432,chr12,106238537,106238592,-,22.22886836,HepG2
30431,chr12,106238490,106238581,-,18.52967611,HepG2
30428,chr12,106238050,106238085,-,9.895151468,HepG2
30429,chr12,106238437,106238477,-,6.959041827,HepG2
30430,chr12,106238477,106238537,-,22.66025052,HepG2
30434,chr12,106238908,106238948,-,7.564792897,HepG2
30427,chr12,106237930,106237949,-,3.693916752,HepG2
30433,chr12,106238899,106238956,-,9.618854944,HepG2
9534,chr7,106659964,106660006,-,6.500825165,K562
9532,chr7,106657235,106657302,-,3.424169967,K562
9533,chr7,106659675,106659747,-,9.463189134,K562
30441,chr12,106991676,106991731,-,4.396348092,K562
28420,chr4,107613735,107613825,-,4.734599103,K562
28419,chr4,107613734,107613804,-,3.424169967,K562
28421,chr4,107613758,107613834,-,4.739795003,HepG2
26197,chr6,107635213,107635243,+,3.693916752,HepG2
26199,chr6,107659881,107659933,+,3.96221267,HepG2
26198,chr6,107658690,107658727,+,3.693916752,HepG2
9565,chr7,108569990,108570090,+,7.099652811,HepG2
9563,chr7,108569941,108570095,+,26.73479715,K562
9564,chr7,108569975,108570034,+,9.192863258,K562
9568,chr7,108574124,108574160,+,3.266697184,K562
9569,chr7,108574311,108574345,+,3.610284393,K562
19155,chr1,108808965,108809019,+,4.017282261,K562
19158,chr1,108882140,108882146,+,3.693916752,HepG2
19159,chr1,108882146,108882167,+,3.693916752,HepG2
19160,chr1,109062736,109062802,-,5.793002868,K562
34397,chr5,109196260,109196320,+,4.269339392,HepG2
19161,chr1,109231639,109231695,+,4.105895486,K562
19162,chr1,109270073,109270127,+,3.36069115,K562
19171,chr1,109275685,109275737,+,3.266697184,K562
36648,chr2,109616962,109616985,+,3.504713402,HepG2
36649,chr2,109618879,109618912,+,4.640911235,HepG2
36646,chr2,109616361,109616394,+,5.050337254,HepG2
36647,chr2,109616365,109616404,+,3.536314955,HepG2
28426,chr4,109711702,109711809,-,3.610284393,K562
19263,chr1,109929231,109929308,+,5.340467232,HepG2
13915,chrX,110003931,110004017,+,3.805119784,K562
27512,chr10,110293169,110293237,-,7.553343713,K562
30473,chr12,110339376,110339403,+,3.915254684,K562
30485,chr12,110373533,110373587,-,5.018185287,HepG2
30484,chr12,110373497,110373597,-,8.894568506,K562
30486,chr12,110434928,110435044,-,15.17457388,K562
30496,chr12,110535396,110535490,-,7.173988142,K562
36650,chr2,110641058,110641127,-,3.504713402,HepG2
26266,chr6,111483767,111483829,+,3.016910938,HepG2
12291,chr11,111725703,111725761,+,5.340467232,HepG2
6218,chr9,111935083,111935137,+,11.31202574,K562
6220,chr9,111935278,111935338,+,8.307859361,K562
6216,chr9,111933112,111933182,+,7.901234481,K562
6217,chr9,111933123,111933172,+,4.227194163,K562
6219,chr9,111935086,111935126,+,3.424169967,K562
36653,chr2,111947411,111947415,+,3.199661376,HepG2
30501,chr12,112022444,112022474,+,4.367798095,K562
36654,chr2,112215914,112215993,-,3.266697184,K562
36655,chr2,112216075,112216133,-,3.178734411,K562
28427,chr4,112257771,112257796,+,4.007253545,HepG2
28428,chr4,112269939,112269996,+,3.536314955,HepG2
16044,chr13,112489670,112489676,-,3.693916752,HepG2
16046,chr13,112499045,112499053,-,3.693916752,HepG2
16045,chr13,112499044,112499045,-,3.693916752,HepG2
16047,chr13,112547212,112547263,-,5.529101386,HepG2
36656,chr2,112559404,112559459,+,3.504713402,HepG2
19305,chr1,112703720,112703779,-,3.682185412,K562
16048,chr13,112858248,112858289,+,3.189448735,HepG2
34430,chr5,113020863,113020912,+,4.105895486,K562
6231,chr9,113264372,113264474,+,5.766439673,K562
16064,chr13,113320389,113320422,+,4.232507593,HepG2
16072,chr13,113323550,113323614,+,19.60704782,HepG2
16071,chr13,113323545,113323595,+,9.949317156,HepG2
16070,chr13,113323530,113323613,+,5.229321962,K562
16069,chr13,113323503,113323623,+,5.37656421,K562
30541,chr12,113389718,113389769,+,6.500825165,K562
6238,chr9,113410056,113410101,-,3.536314955,HepG2
16079,chr13,113640936,113640984,+,3.96221267,HepG2
36658,chr2,113706961,113707017,-,3.96221267,HepG2
36657,chr2,113706933,113706998,-,5.639574165,HepG2
4356,chr3,113721815,113721855,-,3.96221267,HepG2
16080,chr13,113820670,113820726,-,3.266697184,K562
26267,chr6,113861721,113861764,+,6.752025261,HepG2
16081,chr13,113978135,113978190,-,4.619541281,K562
19344,chr1,114396578,114396676,-,9.053612933,K562
19341,chr1,114392832,114392919,-,7.641893755,K562
19342,chr1,114392839,114392930,-,15.89353712,K562
19345,chr1,114396597,114396673,-,6.466817015,K562
19343,chr1,114392930,114393005,-,5.347881548,K562
19346,chr1,114567970,114568009,-,3.178734411,K562
34431,chr5,115830621,115830672,-,3.266697184,K562
30548,chr12,115958884,115958932,-,4.308259517,K562
26268,chr6,116238245,116238305,+,5.779849793,HepG2
26680,chr6,116279119,116279192,-,5.577359118,HepG2
26272,chr6,116279645,116279671,-,3.476468913,HepG2
26271,chr6,116279518,116279558,-,4.01631793,HepG2
19347,chr1,116401139,116401178,+,5.414279899,K562
15455,chr8,116874720,116874760,-,4.734599103,K562
9575,chr7,116919181,116919250,+,3.610284393,K562
12350,chr11,117170686,117170765,+,4.01631793,HepG2
12351,chr11,117170824,117170918,+,5.572357631,K562
12349,chr11,117170666,117170819,+,9.029885678,K562
27578,chr10,117280649,117280694,-,4.739795003,HepG2
15456,chr8,117540035,117540091,+,3.178734411,K562
19355,chr1,117624323,117624375,+,3.424169967,K562
19357,chr1,117627857,117627904,+,3.991571025,K562
19356,chr1,117627850,117627913,+,3.957620614,K562
15457,chr8,117819677,117819764,-,3.511542639,HepG2
19358,chr1,117960115,117960182,+,4.628865613,K562
30557,chr12,118144704,118144740,+,6.351027432,HepG2
30560,chr12,118145400,118145419,+,3.805119784,K562
30561,chr12,118145541,118145563,+,4.928765132,HepG2
12352,chr11,118484922,118484967,+,3.199661376,HepG2
27579,chr10,118681948,118681996,-,3.96221267,HepG2
28444,chr4,118722863,118722959,-,3.957620614,K562
28445,chr4,118722884,118722954,-,6.466817015,K562
28446,chr4,118817267,118817320,-,3.199661376,HepG2
12553,chr11,119094374,119094396,-,3.536314955,HepG2
27580,chr10,119141125,119141224,-,3.178734411,K562
27581,chr10,119141166,119141239,-,3.991571025,K562
27585,chr10,119167858,119167885,-,6.17462069,HepG2
27586,chr10,119167939,119168038,-,15.44073225,HepG2
27587,chr10,119167968,119168044,-,12.53794658,HepG2
27583,chr10,119167780,119167833,-,8.704718859,HepG2
27582,chr10,119167726,119167786,-,3.266697184,K562
27584,chr10,119167805,119167836,-,5.2156211,HepG2
26278,chr6,119179448,119179493,-,8.046112985,HepG2
26273,chr6,119177429,119177458,-,6.552112966,HepG2
26274,chr6,119177442,119177462,-,5.089872757,HepG2
26279,chr6,119179541,119179575,-,5.567766748,HepG2
26277,chr6,119179430,119179499,-,13.8887711,HepG2
26276,chr6,119179321,119179359,-,9.430602679,HepG2
26280,chr6,119179589,119179627,-,7.134226259,HepG2
26275,chr6,119178505,119178522,-,4.064158778,HepG2
26281,chr6,119179591,119179631,-,6.082367162,HepG2
26282,chr6,119179637,119179713,-,16.30059592,HepG2
