,chrom,start,end,GENCODE_ID
3130,chr12,89347234,89349253,ENST00000279488.8
3142,chr12,89351014,89353271,ENST00000611513.1
3145,chr12,89351014,89353271,ENST00000611513.1
3143,chr12,89351014,89353271,ENST00000611513.1
3144,chr12,89351014,89353271,ENST00000611513.1
1694,chr10,89418125,89420997,ENST00000679632.1
22050,chr15,89801434,89801607,ENST00000560030.1
24323,chr1,90027353,90028226,ENST00000394583.7
24322,chr1,90027353,90028226,ENST00000394583.7
22054,chr15,90265658,90266398,ENST00000331497.3
4057,chr13,91348814,91349770,ENST00000710424.1
4059,chr13,91348814,91349770,ENST00000710424.1
4058,chr13,91348814,91349770,ENST00000710424.1
31620,chr9,91409044,91409345,ENST00000297689.4
31619,chr9,91409044,91409345,ENST00000297689.4
31617,chr9,91409044,91409345,ENST00000297689.4
31618,chr9,91409044,91409345,ENST00000297689.4
31621,chr9,91722600,91723661,ENST00000375708.4
879,chr14,91965990,91969672,ENST00000267622.8
3163,chr12,92140277,92144079,ENST00000256015.5
3162,chr12,92140277,92144079,ENST00000256015.5
3161,chr12,92140277,92144079,ENST00000256015.5
3164,chr12,92145572,92146762,ENST00000501008.2
20087,chr5,92334213,92336248,ENST00000671434.1
1705,chr10,92689954,92690347,ENST00000551454.1
31622,chr9,92711362,92715153,ENST00000356884.11
31629,chr9,92711362,92715153,ENST00000356884.11
31625,chr9,92711362,92715153,ENST00000356884.11
31628,chr9,92711362,92715153,ENST00000356884.11
31627,chr9,92711362,92715153,ENST00000356884.11
31626,chr9,92711362,92715153,ENST00000356884.11
31624,chr9,92711362,92715153,ENST00000356884.11
31623,chr9,92711362,92715153,ENST00000356884.11
24355,chr1,93846831,93846911,ENST00000390220.3
5225,chr3,94126490,94131832,ENST00000314622.9
3173,chr12,94305285,94307675,ENST00000258526.9
894,chr14,94442463,94442605,ENST00000334708.4
1713,chr10,94609852,94613905,ENST00000371327.3
1714,chr10,94609852,94613905,ENST00000371327.3
911,chr14,94614433,94615084,ENST00000553947.1
38397,chr8,95154030,95154600,ENST00000700747.1
934,chr14,95181939,95191563,ENST00000298912.9
935,chr14,95181939,95191563,ENST00000298912.9
1715,chr10,95237571,95237924,ENST00000329399.7
20088,chr5,95556222,95557057,ENST00000504763.1
4061,chr13,95791030,95794988,ENST00000602402.6
4060,chr13,95791030,95794988,ENST00000602402.6
20089,chr5,95885097,95888870,ENST00000237853.9
20091,chr5,95885097,95888870,ENST00000237853.9
20090,chr5,95885097,95888870,ENST00000237853.9
1718,chr10,96156196,96163761,ENST00000534948.2
36209,chr2,96184858,96186729,ENST00000337288.10
36213,chr2,96184858,96186729,ENST00000337288.10
36215,chr2,96184858,96186729,ENST00000337288.10
36211,chr2,96184858,96186729,ENST00000337288.10
36212,chr2,96184858,96186729,ENST00000337288.10
36210,chr2,96184858,96186729,ENST00000337288.10
36216,chr2,96184858,96186729,ENST00000337288.10
36214,chr2,96184858,96186729,ENST00000337288.10
36227,chr2,96274337,96275011,ENST00000323853.10
36228,chr2,96274337,96275011,ENST00000323853.10
31647,chr9,96385940,96388236,ENST00000375256.5
28527,chr11,96392224,96393561,ENST00000332349.5
1719,chr10,96518109,96522262,ENST00000371142.9
1720,chr10,96518109,96522262,ENST00000371142.9
1721,chr10,96518109,96522262,ENST00000371142.9
34504,chr6,96553503,96555276,ENST00000369278.5
38408,chr8,96609548,96611790,ENST00000302190.9
38409,chr8,96609548,96611790,ENST00000302190.9
36237,chr2,96809517,96811874,ENST00000377075.3
36243,chr2,96859717,96860625,ENST00000305476.10
36241,chr2,96859717,96860625,ENST00000305476.10
36246,chr2,96859717,96860625,ENST00000305476.10
36252,chr2,96859717,96860625,ENST00000305476.10
36242,chr2,96859717,96860625,ENST00000305476.10
36254,chr2,96859717,96860625,ENST00000305476.10
36255,chr2,96859717,96860625,ENST00000305476.10
36247,chr2,96859717,96860625,ENST00000305476.10
36240,chr2,96859717,96860625,ENST00000305476.10
36253,chr2,96859717,96860625,ENST00000305476.10
36257,chr2,96859717,96860625,ENST00000305476.10
36238,chr2,96859717,96860625,ENST00000305476.10
36248,chr2,96859717,96860625,ENST00000305476.10
36245,chr2,96859717,96860625,ENST00000305476.10
36239,chr2,96859717,96860625,ENST00000305476.10
36244,chr2,96859717,96860625,ENST00000305476.10
36250,chr2,96859717,96860625,ENST00000305476.10
36251,chr2,96859717,96860625,ENST00000305476.10
36249,chr2,96859717,96860625,ENST00000305476.10
36256,chr2,96859717,96860625,ENST00000305476.10
34505,chr6,96889314,96891103,ENST00000316149.8
1729,chr10,96985134,96995956,ENST00000421806.4
1730,chr10,96985134,96995956,ENST00000421806.4
1731,chr10,96985134,96995956,ENST00000421806.4
20094,chr5,97028533,97037513,ENST00000231368.10
20092,chr5,97028533,97037513,ENST00000231368.10
20093,chr5,97028533,97037513,ENST00000231368.10
1740,chr10,97332496,97333870,ENST00000371019.4
1738,chr10,97332496,97333870,ENST00000371019.4
1739,chr10,97332496,97333870,ENST00000371019.4
1741,chr10,97334563,97334971,ENST00000445808.4
36258,chr2,97646096,97646189,ENST00000464949.5
36269,chr2,97655938,97656857,ENST00000289228.7
36270,chr2,97655938,97656857,ENST00000289228.7
7701,chr7,97852130,97852468,ENST00000454046.5
31656,chr9,98015431,98015943,ENST00000339399.5
7703,chr7,98205492,98209638,ENST00000297293.6
4068,chr13,98396468,98407494,ENST00000596580.2
3188,chr12,98534342,98535634,ENST00000266732.8
3187,chr12,98534342,98535634,ENST00000266732.8
3189,chr12,98547858,98550351,ENST00000556029.6
5231,chr3,98579445,98580682,ENST00000647941.2
5229,chr3,98579445,98580682,ENST00000647941.2
5228,chr3,98579445,98580682,ENST00000647941.2
5230,chr3,98579445,98580682,ENST00000647941.2
5227,chr3,98579445,98580682,ENST00000647941.2
5232,chr3,98579445,98580682,ENST00000647941.2
5226,chr3,98579445,98580682,ENST00000647941.2
5233,chr3,98591011,98591044,ENST00000513674.1
22177,chr15,98707561,98708107,ENST00000559925.5
5234,chr3,98795940,98799371,ENST00000326840.11
31659,chr9,98835248,98835355,ENST00000610463.1
20097,chr5,98883087,98883237,ENST00000706141.1
20098,chr5,98929162,98931016,ENST00000692082.2
14824,chr4,99061317,99062809,ENST00000296411.11
14825,chr4,99061317,99062809,ENST00000296411.11
14823,chr4,99061317,99062809,ENST00000296411.11
14828,chr4,99131503,99131764,ENST00000506705.5
31664,chr9,99222545,99223180,ENST00000481573.1
7727,chr7,99394672,99396681,ENST00000350498.8
7728,chr7,99394672,99396681,ENST00000350498.8
7731,chr7,99394672,99396681,ENST00000350498.8
7730,chr7,99394672,99396681,ENST00000350498.8
7733,chr7,99394672,99396681,ENST00000350498.8
7732,chr7,99394672,99396681,ENST00000350498.8
7729,chr7,99394672,99396681,ENST00000350498.8
7741,chr7,100023418,100023932,ENST00000482979.5
950,chr14,100137869,100140117,ENST00000544450.6
1776,chr10,100150093,100152130,ENST00000421367.7
1775,chr10,100150093,100152130,ENST00000421367.7
1774,chr10,100150093,100152130,ENST00000421367.7
1777,chr10,100150093,100152130,ENST00000421367.7
7764,chr7,100169605,100170229,ENST00000292377.4
7763,chr7,100169605,100170229,ENST00000292377.4
24386,chr1,100266628,100266929,ENST00000370126.1
1780,chr10,100360933,100364826,ENST00000370355.3
1778,chr10,100360933,100364826,ENST00000370355.3
1782,chr10,100360933,100364826,ENST00000370355.3
1779,chr10,100360933,100364826,ENST00000370355.3
1781,chr10,100360933,100364826,ENST00000370355.3
5235,chr3,100363430,100365563,ENST00000284320.6
5236,chr3,100363430,100365563,ENST00000284320.6
36280,chr2,100391859,100393244,ENST00000264249.8
7767,chr7,100430467,100430872,ENST00000695112.1
7766,chr7,100430467,100430872,ENST00000695112.1
7765,chr7,100430467,100430872,ENST00000695112.1
7795,chr7,100436203,100436382,ENST00000475250.1
7799,chr7,100574010,100575106,ENST00000310300.11
7802,chr7,100574010,100575106,ENST00000310300.11
7801,chr7,100574010,100575106,ENST00000310300.11
7800,chr7,100574010,100575106,ENST00000310300.11
7844,chr7,100707253,100707486,ENST00000303151.5
7854,chr7,100805500,100805694,ENST00000616502.4
7855,chr7,100812746,100812994,ENST00000616502.4
34506,chr6,100856302,100859107,ENST00000369143.2
1796,chr10,100974984,100975084,ENST00000384820.1
7865,chr7,101089580,101097967,ENST00000306085.11
7869,chr7,101089580,101097967,ENST00000306085.11
7868,chr7,101089580,101097967,ENST00000306085.11
7867,chr7,101089580,101097967,ENST00000306085.11
7866,chr7,101089580,101097967,ENST00000306085.11
7874,chr7,101137442,101139247,ENST00000223095.5
7872,chr7,101137442,101139247,ENST00000223095.5
7873,chr7,101137442,101139247,ENST00000223095.5
7871,chr7,101137442,101139247,ENST00000223095.5
7875,chr7,101159058,101159196,ENST00000646950.1
7877,chr7,101160566,101161276,ENST00000337619.11
7883,chr7,101160566,101161276,ENST00000337619.11
7879,chr7,101160566,101161276,ENST00000337619.11
7881,chr7,101160566,101161276,ENST00000337619.11
7878,chr7,101160566,101161276,ENST00000337619.11
7876,chr7,101160566,101161276,ENST00000337619.11
7882,chr7,101160566,101161276,ENST00000337619.11
7880,chr7,101160566,101161276,ENST00000337619.11
22190,chr15,101175726,101177387,ENST00000254190.4
22191,chr15,101177100,101178980,ENST00000543813.2
36282,chr2,101275600,101277237,ENST00000295317.4
36281,chr2,101275600,101277237,ENST00000295317.4
3243,chr12,101386123,101386618,ENST00000261637.5
31666,chr9,101387632,101390465,ENST00000374865.5
31665,chr9,101387632,101390465,ENST00000374865.5
31667,chr9,101387632,101390465,ENST00000374865.5
3244,chr12,101393115,101395639,ENST00000261636.13
31668,chr9,101407947,101409937,ENST00000615466.1
15915,chrX,101411992,101412297,ENST00000409338.5
15914,chrX,101411992,101412297,ENST00000409338.5
15913,chrX,101411992,101412297,ENST00000409338.5
15916,chrX,101413338,101414133,ENST00000316594.6
15917,chrX,101413338,101414133,ENST00000316594.6
1808,chr10,101781324,101781632,ENST00000370110.6
1807,chr10,101781324,101781632,ENST00000370110.6
38527,chr8,102204501,102208132,ENST00000251810.8
36318,chr2,102714629,102718419,ENST00000258436.10
978,chr14,102726506,102730561,ENST00000262241.7
977,chr14,102726506,102730561,ENST00000262241.7
38552,chr8,102829820,102829936,ENST00000684459.1
38553,chr8,102836255,102836525,ENST00000684459.1
998,chr14,103701200,103714249,ENST00000348520.10
3422,chr12,104287031,104287109,ENST00000526207.1
28568,chr11,106007898,106009534,ENST00000301919.9
36324,chr2,106093310,106094025,ENST00000283148.12
36325,chr2,106093310,106094025,ENST00000283148.12
3441,chr12,106237880,106239023,ENST00000378026.5
3445,chr12,106237880,106239023,ENST00000378026.5
3444,chr12,106237880,106239023,ENST00000378026.5
3446,chr12,106237880,106239023,ENST00000378026.5
3447,chr12,106237880,106239023,ENST00000378026.5
3442,chr12,106237880,106239023,ENST00000378026.5
3448,chr12,106237880,106239023,ENST00000378026.5
3443,chr12,106237880,106239023,ENST00000378026.5
8062,chr7,106654359,106660188,ENST00000523505.3
8063,chr7,106654359,106660188,ENST00000523505.3
8061,chr7,106654359,106660188,ENST00000523505.3
3455,chr12,106991363,106992001,ENST00000008527.10
14839,chr4,107613665,107614248,ENST00000265174.5
14840,chr4,107613665,107614248,ENST00000265174.5
14841,chr4,107613665,107614248,ENST00000265174.5
34507,chr6,107634989,107635469,ENST00000494935.1
34508,chr6,107658206,107661306,ENST00000317357.10
34509,chr6,107658206,107661306,ENST00000317357.10
8093,chr7,108569866,108570103,ENST00000491582.1
8092,chr7,108569866,108570103,ENST00000491582.1
8094,chr7,108569866,108570103,ENST00000491582.1
8097,chr7,108573353,108574850,ENST00000249356.4
8098,chr7,108573353,108574850,ENST00000249356.4
24392,chr1,108808877,108809523,ENST00000370008.4
24395,chr1,108881884,108882248,ENST00000690509.1
24396,chr1,108881884,108882248,ENST00000690509.1
24397,chr1,109062495,109064522,ENST00000461096.7
20127,chr5,109187575,109196841,ENST00000281092.9
24398,chr1,109231157,109231786,ENST00000471705.1
24399,chr1,109269932,109271039,ENST00000489018.1
24408,chr1,109274049,109275751,ENST00000271332.4
36352,chr2,109616067,109618990,ENST00000356454.5
36354,chr2,109616067,109618990,ENST00000356454.5
36353,chr2,109616067,109618990,ENST00000356454.5
36351,chr2,109616067,109618990,ENST00000356454.5
14846,chr4,109709988,109714376,ENST00000243501.10
24500,chr1,109928851,109930992,ENST00000329608.11
16051,chrX,110003882,110004164,ENST00000471255.5
1906,chr10,110290729,110294149,ENST00000369603.10
3487,chr12,110339280,110339403,ENST00000377685.9
3499,chr12,110372899,110374143,ENST00000455511.9
3498,chr12,110372899,110374143,ENST00000455511.9
3500,chr12,110434822,110435154,ENST00000228825.12
3510,chr12,110533244,110537036,ENST00000354300.5
36355,chr2,110641033,110641205,ENST00000671097.1
34576,chr6,111483664,111484145,ENST00000440001.2
28575,chr11,111724129,111730855,ENST00000304987.4
31712,chr9,111932997,111935369,ENST00000374279.4
31714,chr9,111932997,111935369,ENST00000374279.4
31713,chr9,111932997,111935369,ENST00000374279.4
31716,chr9,111932997,111935369,ENST00000374279.4
31715,chr9,111932997,111935369,ENST00000374279.4
36358,chr2,111947393,111947567,ENST00000439966.5
3515,chr12,112022167,112023220,ENST00000455836.1
36359,chr2,112211528,112216468,ENST00000409573.7
36360,chr2,112211528,112216468,ENST00000409573.7
14847,chr4,112257771,112257797,ENST00000510527.5
14848,chr4,112268409,112273110,ENST00000274000.10
4089,chr13,112489580,112489697,ENST00000649778.1
4091,chr13,112499044,112499185,ENST00000649778.1
4090,chr13,112499044,112499185,ENST00000649778.1
4092,chr13,112546481,112547467,ENST00000464139.5
36361,chr2,112559292,112559574,ENST00000333990.10
24542,chr1,112703643,112703806,ENST00000606954.1
4093,chr13,112857817,112859452,ENST00000459908.5
20160,chr5,113013484,113022195,ENST00000389063.3
31727,chr9,113260473,113264492,ENST00000374212.5
4109,chr13,113320344,113321470,ENST00000472564.1
4116,chr13,113322421,113323672,ENST00000332556.5
4117,chr13,113322421,113323672,ENST00000332556.5
4114,chr13,113322421,113323672,ENST00000332556.5
4115,chr13,113322421,113323672,ENST00000332556.5
3555,chr12,113388626,113391629,ENST00000280800.5
31734,chr9,113410053,113410157,ENST00000490544.1
4124,chr13,113640267,113641473,ENST00000375370.10
36362,chr2,113706708,113715195,ENST00000245680.7
36363,chr2,113706708,113715195,ENST00000245680.7
5346,chr3,113721589,113721937,ENST00000481432.5
4125,chr13,113820548,113820863,ENST00000327773.7
34577,chr6,113860579,113863475,ENST00000612661.2
4126,chr13,113977782,113979346,ENST00000334062.8
24578,chr1,114392789,114397647,ENST00000358465.7
24582,chr1,114392789,114397647,ENST00000358465.7
24581,chr1,114392789,114397647,ENST00000358465.7
24580,chr1,114392789,114397647,ENST00000358465.7
24579,chr1,114392789,114397647,ENST00000358465.7
24583,chr1,114567556,114568129,ENST00000369541.4
20161,chr5,115828199,115831803,ENST00000509910.2
3562,chr12,115958575,115961265,ENST00000281928.9
34578,chr6,116238186,116238348,ENST00000460749.1
34581,chr6,116279142,116279731,ENST00000607094.1
34990,chr6,116279142,116279731,ENST00000607094.1
34582,chr6,116279142,116279731,ENST00000607094.1
24584,chr1,116401129,116401260,ENST00000479960.1
38602,chr8,116874423,116874985,ENST00000521487.2
8104,chr7,116917867,116922049,ENST00000361183.8
28633,chr11,117167699,117171045,ENST00000527958.6
28635,chr11,117167699,117171045,ENST00000527958.6
28634,chr11,117167699,117171045,ENST00000527958.6
1972,chr10,117277273,117283267,ENST00000334464.7
38603,chr8,117539978,117540262,ENST00000297347.7
24594,chr1,117624044,117628389,ENST00000369448.4
24593,chr1,117624044,117628389,ENST00000369448.4
24592,chr1,117624044,117628389,ENST00000369448.4
38604,chr8,117819675,117819794,ENST00000437196.1
24595,chr1,117959447,117966543,ENST00000349139.6
3571,chr12,118144585,118145109,ENST00000542939.1
3575,chr12,118144803,118145584,ENST00000261313.3
3574,chr12,118144803,118145584,ENST00000261313.3
28636,chr11,118484861,118484975,ENST00000685719.1
1973,chr10,118676410,118686127,ENST00000369151.8
14865,chr4,118722822,118723514,ENST00000280551.11
14864,chr4,118722822,118723514,ENST00000280551.11
14866,chr4,118817263,118817412,ENST00000514561.5
28837,chr11,119093873,119094962,ENST00000530167.2
1975,chr10,119140766,119141241,ENST00000355697.7
1974,chr10,119140766,119141241,ENST00000355697.7
1979,chr10,119167719,119168479,ENST00000298510.4
1980,chr10,119167719,119168479,ENST00000298510.4
1978,chr10,119167719,119168479,ENST00000298510.4
1976,chr10,119167719,119168479,ENST00000298510.4
1977,chr10,119167719,119168479,ENST00000298510.4
1981,chr10,119167719,119168479,ENST00000298510.4
34588,chr6,119177204,119179818,ENST00000368468.4
34586,chr6,119177204,119179818,ENST00000368468.4
34587,chr6,119177204,119179818,ENST00000368468.4
34591,chr6,119177204,119179818,ENST00000368468.4
34592,chr6,119177204,119179818,ENST00000368468.4
34585,chr6,119177204,119179818,ENST00000368468.4
34583,chr6,119177204,119179818,ENST00000368468.4
34590,chr6,119177204,119179818,ENST00000368468.4
34584,chr6,119177204,119179818,ENST00000368468.4
34589,chr6,119177204,119179818,ENST00000368468.4
28849,chr11,119308528,119309885,ENST00000264036.6
28850,chr11,119336424,119337309,ENST00000311413.5
2034,chr10,119377971,119378043,ENST00000580598.1
5374,chr3,119437754,119438103,ENST00000438581.6
28851,chr11,119660991,119664746,ENST00000264025.8
28852,chr11,119660991,119664746,ENST00000264025.8
24597,chr1,119911552,119915305,ENST00000256646.7
24596,chr1,119911552,119915305,ENST00000256646.7
3594,chr12,120095098,120097244,ENST00000229340.10
3595,chr12,120095098,120097244,ENST00000229340.10
3590,chr12,120095098,120097244,ENST00000229340.10
3593,chr12,120095098,120097244,ENST00000229340.10
3589,chr12,120095098,120097244,ENST00000229340.10
3591,chr12,120095098,120097244,ENST00000229340.10
3596,chr12,120095098,120097244,ENST00000229340.10
3592,chr12,120095098,120097244,ENST00000229340.10
3607,chr12,120116906,120119003,ENST00000611079.2
3608,chr12,120127201,120127848,ENST00000300648.7
16081,chrX,120436493,120439153,ENST00000371335.4
16080,chrX,120436493,120439153,ENST00000371335.4
3637,chr12,120696545,120701859,ENST00000228506.8
3636,chr12,120696545,120701859,ENST00000228506.8
3641,chr12,120696545,120701859,ENST00000228506.8
3638,chr12,120696545,120701859,ENST00000228506.8
3639,chr12,120696545,120701859,ENST00000228506.8
3643,chr12,120720032,120723640,ENST00000344651.5
3646,chr12,120739448,120740008,ENST00000242592.9
3647,chr12,120762509,120764998,ENST00000353487.7
8109,chr7,120974844,120977216,ENST00000315870.10
8108,chr7,120974844,120977216,ENST00000315870.10
28858,chr11,121629563,121633763,ENST00000260197.12
28856,chr11,121629563,121633763,ENST00000260197.12
28859,chr11,121629563,121633763,ENST00000260197.12
28857,chr11,121629563,121633763,ENST00000260197.12
5390,chr3,121749201,121751184,ENST00000685605.2
31774,chr9,121757012,121757076,ENST00000487716.1
3655,chr12,121800796,121803830,ENST00000613093.2
3911,chr12,122021977,122022183,ENST00000432926.2
3662,chr12,122021977,122022183,ENST00000432926.2
3669,chr12,122141812,122147344,ENST00000319080.12
3668,chr12,122141812,122147344,ENST00000319080.12
31787,chr9,122392544,122395703,ENST00000362012.7
34596,chr6,122443350,122445043,ENST00000339697.5
34595,chr6,122443350,122445043,ENST00000339697.5
34599,chr6,122443350,122445043,ENST00000339697.5
34597,chr6,122443350,122445043,ENST00000339697.5
34598,chr6,122443350,122445043,ENST00000339697.5
3682,chr12,122503453,122505526,ENST00000331738.12
31788,chr9,122818096,122820084,ENST00000259467.9
31789,chr9,122818096,122820084,ENST00000259467.9
38605,chr8,122973241,122974510,ENST00000314393.6
38606,chr8,122973241,122974510,ENST00000314393.6
38607,chr8,123013169,123015446,ENST00000259512.9
31797,chr9,123103213,123104866,ENST00000373647.9
1982,chr10,123162253,123162413,ENST00000481952.1
38632,chr8,123252428,123253324,ENST00000602651.1
38634,chr8,123328189,123328579,ENST00000519124.5
38633,chr8,123328189,123328579,ENST00000519124.5
14946,chr4,123397610,123398337,ENST00000515726.1
5417,chr3,123491553,123494887,ENST00000383657.10
5416,chr3,123491553,123494887,ENST00000383657.10
3755,chr12,123596729,123598582,ENST00000262225.8
3753,chr12,123596729,123598582,ENST00000262225.8
3754,chr12,123596729,123598582,ENST00000262225.8
31800,chr9,124517274,124522704,ENST00000487099.7
5424,chr3,124761947,124763622,ENST00000296181.9
5423,chr3,124761947,124763622,ENST00000296181.9
5425,chr3,124965709,124970651,ENST00000311127.9
38652,chr8,125436471,125438403,ENST00000311922.4
38651,chr8,125436471,125438403,ENST00000311922.4
5428,chr3,125446649,125447778,ENST00000251775.9
28864,chr11,125578948,125579068,ENST00000531636.5
28882,chr11,125618372,125618561,ENST00000525946.5
28886,chr11,125626315,125626833,ENST00000531062.2
28887,chr11,125957213,125961105,ENST00000683716.1
28894,chr11,126262937,126263915,ENST00000332118.11
28895,chr11,126270018,126271855,ENST00000687786.1
5429,chr3,126542578,126543291,ENST00000319340.7
5430,chr3,126542578,126543291,ENST00000319340.7
6468,chr3,126542578,126543291,ENST00000319340.7
5431,chr3,127034017,127037389,ENST00000393409.3
5453,chr3,127621773,127622436,ENST00000265056.12
38655,chr8,127736230,127736623,ENST00000520751.1
38654,chr8,127736230,127736623,ENST00000520751.1
38653,chr8,127736230,127736623,ENST00000520751.1
38656,chr8,127740395,127741434,ENST00000707117.1
38657,chr8,127740395,127741434,ENST00000707117.1
31852,chr9,127789543,127790792,ENST00000373264.5
34623,chr6,127968784,127970226,ENST00000368226.9
36460,chr2,128189742,128195677,ENST00000259253.11
36459,chr2,128189742,128195677,ENST00000259253.11
31918,chr9,128222792,128223954,ENST00000636280.1
32019,chr9,128257368,128257525,ENST00000692923.1
32020,chr9,128257979,128258198,ENST00000692923.1
32021,chr9,128259166,128259391,ENST00000692923.1
36462,chr2,128265479,128268161,ENST00000259241.7
36463,chr2,128265479,128268161,ENST00000259241.7
36461,chr2,128265479,128268161,ENST00000259241.7
5585,chr3,128496698,128497366,ENST00000464242.1
5583,chr3,128496698,128497366,ENST00000464242.1
5584,chr3,128496698,128497366,ENST00000464242.1
32061,chr9,129003316,129003993,ENST00000477069.5
32722,chr9,129009226,129009346,ENST00000455407.5
20179,chr5,129113001,129114028,ENST00000173527.6
8175,chr7,129167874,129169699,ENST00000486685.3
8176,chr7,129167874,129169699,ENST00000486685.3
5667,chr3,129272243,129272415,ENST00000515725.5
34625,chr6,129576131,129578512,ENST00000368149.3
34626,chr6,129576131,129578512,ENST00000368149.3
32157,chr9,129636891,129638352,ENST00000277459.8
8185,chr7,130116444,130116666,ENST00000495724.1
8186,chr7,130130746,130135705,ENST00000335420.10
37624,chr2,130182414,130182452,ENST00000485869.1
32172,chr9,130232989,130237303,ENST00000372398.6
8206,chr7,130506237,130506675,ENST00000425248.5
36516,chr2,131298786,131299819,ENST00000560285.5
32282,chr9,131504997,131506453,ENST00000683900.1
3808,chr12,131921361,131923150,ENST00000321867.6
3809,chr12,131921361,131923150,ENST00000321867.6
3810,chr12,131921361,131923150,ENST00000321867.6
3921,chr12,131929303,131929404,ENST00000544662.1
34645,chr6,131948175,131949263,ENST00000367976.4
34646,chr6,131948175,131949263,ENST00000367976.4
34642,chr6,131948175,131949263,ENST00000367976.4
34644,chr6,131948175,131949263,ENST00000367976.4
34643,chr6,131948175,131949263,ENST00000367976.4
34647,chr6,131948175,131949263,ENST00000367976.4
34993,chr6,131950077,131950155,ENST00000706355.1
2007,chr10,131967683,131968523,ENST00000368636.9
2006,chr10,131967683,131968523,ENST00000368636.9
2005,chr10,131967683,131968523,ENST00000368636.9
20190,chr5,132195411,132195480,ENST00000428369.6
3812,chr12,132510446,132511952,ENST00000542061.2
3811,chr12,132510446,132511952,ENST00000542061.2
3813,chr12,132565070,132566425,ENST00000622917.1
20206,chr5,133104436,133106449,ENST00000304858.7
2011,chr10,133295544,133296208,ENST00000684421.1
2010,chr10,133295544,133296208,ENST00000684421.1
2012,chr10,133311715,133311841,ENST00000463816.2
32346,chr9,133328775,133331868,ENST00000372022.6
20208,chr5,133955509,133956858,ENST00000231512.5
20210,chr5,133955509,133956858,ENST00000231512.5
20207,chr5,133955509,133956858,ENST00000231512.5
20209,chr5,133955509,133956858,ENST00000231512.5
32371,chr9,134157993,134159968,ENST00000358625.4
32369,chr9,134157993,134159968,ENST00000358625.4
32368,chr9,134157993,134159968,ENST00000358625.4
32370,chr9,134157993,134159968,ENST00000358625.4
16177,chrX,134377571,134377755,ENST00000687834.1
20230,chr5,134725094,134727909,ENST00000398844.7
20242,chr5,135027733,135028778,ENST00000265340.12
20241,chr5,135027733,135028778,ENST00000265340.12
8217,chr7,135674165,135676416,ENST00000507606.3
36541,chr2,135839625,135840834,ENST00000264156.3
8218,chr7,135926759,135929925,ENST00000393085.4
32400,chr9,135932968,135933399,ENST00000371756.4
32401,chr9,135932968,135933399,ENST00000371756.4
5747,chr3,136148916,136151146,ENST00000309993.3
32414,chr9,136206332,136208727,ENST00000358701.10
32412,chr9,136206332,136208727,ENST00000358701.10
32416,chr9,136206332,136208727,ENST00000358701.10
32415,chr9,136206332,136208727,ENST00000358701.10
32413,chr9,136206332,136208727,ENST00000358701.10
32417,chr9,136341160,136341836,ENST00000616132.4
32418,chr9,136341160,136341836,ENST00000616132.4
32623,chr9,136662932,136663108,ENST00000490469.5
32624,chr9,136669913,136670009,ENST00000492002.1
32625,chr9,136670168,136670330,ENST00000492002.1
32626,chr9,136670168,136670330,ENST00000492002.1
32627,chr9,136670949,136671014,ENST00000492002.1
32628,chr9,136671925,136671993,ENST00000492002.1
32733,chr9,136886732,136886803,ENST00000579420.1
32654,chr9,136925901,136926607,ENST00000247668.7
32655,chr9,137012711,137012925,ENST00000487109.5
32656,chr9,137062126,137064658,ENST00000409687.5
32682,chr9,137204081,137205003,ENST00000343666.6
32684,chr9,137241910,137243706,ENST00000604929.1
32683,chr9,137241910,137243706,ENST00000604929.1
32688,chr9,137272928,137273542,ENST00000343053.6
32692,chr9,137272928,137273542,ENST00000343053.6
32689,chr9,137272928,137273542,ENST00000343053.6
32691,chr9,137272928,137273542,ENST00000343053.6
32690,chr9,137272928,137273542,ENST00000343053.6
32695,chr9,137279961,137282641,ENST00000357503.3
32693,chr9,137279961,137282641,ENST00000357503.3
32694,chr9,137279961,137282641,ENST00000357503.3
32696,chr9,137299630,137301583,ENST00000356628.4
32698,chr9,137582080,137582542,ENST00000298585.3
32697,chr9,137582080,137582542,ENST00000298585.3
20265,chr5,137745650,137753148,ENST00000314940.7
20264,chr5,137745650,137753148,ENST00000314940.7
20267,chr5,137745650,137753148,ENST00000314940.7
20269,chr5,137745650,137753148,ENST00000314940.7
20263,chr5,137745650,137753148,ENST00000314940.7
20262,chr5,137745650,137753148,ENST00000314940.7
20268,chr5,137745650,137753148,ENST00000314940.7
20266,chr5,137745650,137753148,ENST00000314940.7
34655,chr6,137867320,137867494,ENST00000698329.1
8224,chr7,137874978,137880475,ENST00000330387.11
8222,chr7,137874978,137880475,ENST00000330387.11
8221,chr7,137874978,137880475,ENST00000330387.11
8223,chr7,137874978,137880475,ENST00000330387.11
36542,chr2,138014130,138016364,ENST00000280097.5
34693,chr6,138088504,138092041,ENST00000421351.4
34692,chr6,138088504,138092041,ENST00000421351.4
20288,chr5,138346959,138349729,ENST00000239906.10
20289,chr5,138346959,138349729,ENST00000239906.10
20290,chr5,138468081,138469303,ENST00000239938.5
8235,chr7,139359907,139360322,ENST00000435096.1
8257,chr7,139561569,139572926,ENST00000406875.8
8258,chr7,139561569,139572926,ENST00000406875.8
8263,chr7,139561569,139572926,ENST00000406875.8
8260,chr7,139561569,139572926,ENST00000406875.8
8261,chr7,139561569,139572926,ENST00000406875.8
