chromosome,start_coord,end_coord,peak_id,strand,RBP_name,experiment_method,sample_or_tissue_used,accession_of_raw_data,confidence_score
chr1,10381464,10381521,human_RBP_eCLIP_ENCODE_611477,+,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr1,10404216,10404273,human_RBP_eCLIP_ENCODE_618931,+,DDX6,eCLIP,HepG2,ENCODE,3.88231052433895
chr1,10413181,10413224,human_RBP_eCLIP_ENCODE_618932,+,DDX6,eCLIP,HepG2,ENCODE,6.17462068988478
chr1,10556629,10556700,human_RBP_eCLIP_ENCODE_618933,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr1,11012677,11012738,human_RBP_eCLIP_ENCODE_605980,+,DDX6,eCLIP,K562,ENCODE,6.56777044065907
chr1,11013781,11013878,human_RBP_eCLIP_ENCODE_611478,+,DDX6,eCLIP,K562,ENCODE,7.55334371340297
chr1,11018817,11018851,human_RBP_eCLIP_ENCODE_611479,+,DDX6,eCLIP,K562,ENCODE,3.95762061402504
chr1,11022259,11022385,human_RBP_eCLIP_ENCODE_605981,+,DDX6,eCLIP,K562,ENCODE,33.2719141832084
chr1,11023874,11023900,human_RBP_eCLIP_ENCODE_611480,+,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr1,11648421,11648509,human_RBP_eCLIP_ENCODE_618934,-,DDX6,eCLIP,HepG2,ENCODE,7.05641710080559
chr1,11661939,11662031,human_RBP_eCLIP_ENCODE_615852,+,DDX6,eCLIP,HepG2,ENCODE,5.05033725424431
chr1,11664437,11664484,human_RBP_eCLIP_ENCODE_605982,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr1,11674597,11674684,human_RBP_eCLIP_ENCODE_611481,-,DDX6,eCLIP,K562,ENCODE,9.0298856777149
chr1,11789316,11789353,human_RBP_eCLIP_ENCODE_605983,-,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr1,11790173,11790188,human_RBP_eCLIP_ENCODE_605984,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr1,11919618,11919717,human_RBP_eCLIP_ENCODE_611483,-,DDX6,eCLIP,K562,ENCODE,6.46627203401885
chr1,11920014,11920061,human_RBP_eCLIP_ENCODE_615853,-,DDX6,eCLIP,HepG2,ENCODE,5.0898727572714
chr1,11920020,11920062,human_RBP_eCLIP_ENCODE_618936,-,DDX6,eCLIP,HepG2,ENCODE,4.73979500349767
chr1,11920169,11920207,human_RBP_eCLIP_ENCODE_615854,-,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr1,11974909,11974963,human_RBP_eCLIP_ENCODE_605986,+,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr1,11975003,11975031,human_RBP_eCLIP_ENCODE_615855,+,DDX6,eCLIP,HepG2,ENCODE,5.0898727572714
chr1,12012172,12012340,human_RBP_eCLIP_ENCODE_605987,+,DDX6,eCLIP,K562,ENCODE,18.3584664011756
chr1,12012235,12012291,human_RBP_eCLIP_ENCODE_611484,+,DDX6,eCLIP,K562,ENCODE,7.53045145480054
chr1,12012750,12012805,human_RBP_eCLIP_ENCODE_605988,+,DDX6,eCLIP,K562,ENCODE,5.92084264080577
chr1,12013023,12013077,human_RBP_eCLIP_ENCODE_618937,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr1,12031811,12031858,human_RBP_eCLIP_ENCODE_618938,+,DDX6,eCLIP,HepG2,ENCODE,3.88231052433895
chr1,12031822,12031901,human_RBP_eCLIP_ENCODE_611485,+,DDX6,eCLIP,K562,ENCODE,7.17398814215028
chr1,12031944,12032001,human_RBP_eCLIP_ENCODE_605991,+,DDX6,eCLIP,K562,ENCODE,5.85896904446177
chr1,12031946,12032021,human_RBP_eCLIP_ENCODE_611486,+,DDX6,eCLIP,K562,ENCODE,5.5723576314305
chr1,12191776,12191817,human_RBP_eCLIP_ENCODE_605992,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr1,12208678,12208723,human_RBP_eCLIP_ENCODE_605993,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr1,12433953,12434046,human_RBP_eCLIP_ENCODE_611487,+,DDX6,eCLIP,K562,ENCODE,4.66183007590508
chr1,12509193,12509314,human_RBP_eCLIP_ENCODE_605994,+,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr1,12509215,12509301,human_RBP_eCLIP_ENCODE_611488,+,DDX6,eCLIP,K562,ENCODE,7.90123448117652
chr1,12568256,12568312,human_RBP_eCLIP_ENCODE_611489,-,DDX6,eCLIP,K562,ENCODE,4.73459910338093
chr1,12568260,12568310,human_RBP_eCLIP_ENCODE_615856,-,DDX6,eCLIP,HepG2,ENCODE,6.36002570154505
chr1,12572783,12572839,human_RBP_eCLIP_ENCODE_605995,-,DDX6,eCLIP,K562,ENCODE,4.2271941634787
chr1,12582688,12582847,human_RBP_eCLIP_ENCODE_611490,-,DDX6,eCLIP,K562,ENCODE,10.9337203024336
chr1,12583335,12583343,human_RBP_eCLIP_ENCODE_618939,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr1,12583343,12583373,human_RBP_eCLIP_ENCODE_618940,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr1,12584083,12584184,human_RBP_eCLIP_ENCODE_611491,-,DDX6,eCLIP,K562,ENCODE,4.73459910338093
chr1,12584429,12584485,human_RBP_eCLIP_ENCODE_615857,-,DDX6,eCLIP,HepG2,ENCODE,5.79373340204452
chr1,12585530,12585630,human_RBP_eCLIP_ENCODE_605996,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr1,12585556,12585608,human_RBP_eCLIP_ENCODE_611492,-,DDX6,eCLIP,K562,ENCODE,4.30825951733495
chr1,12585961,12586030,human_RBP_eCLIP_ENCODE_611493,-,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr1,12591435,12591486,human_RBP_eCLIP_ENCODE_605997,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr1,12608849,12608904,human_RBP_eCLIP_ENCODE_618941,-,DDX6,eCLIP,HepG2,ENCODE,3.91758842732425
chr1,13779551,13779639,human_RBP_eCLIP_ENCODE_605998,+,DDX6,eCLIP,K562,ENCODE,7.72283997986561
chr1,13779552,13779628,human_RBP_eCLIP_ENCODE_611494,+,DDX6,eCLIP,K562,ENCODE,5.41427989930677
chr1,15219669,15219711,human_RBP_eCLIP_ENCODE_615858,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr1,15428636,15428669,human_RBP_eCLIP_ENCODE_618942,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr1,15430062,15430122,human_RBP_eCLIP_ENCODE_605999,+,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr1,15524687,15524697,human_RBP_eCLIP_ENCODE_615859,-,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr1,15729856,15729899,human_RBP_eCLIP_ENCODE_606000,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr1,15734646,15734700,human_RBP_eCLIP_ENCODE_606001,+,DDX6,eCLIP,K562,ENCODE,4.62886561260517
chr1,15734659,15734697,human_RBP_eCLIP_ENCODE_611495,+,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr1,15847890,15847986,human_RBP_eCLIP_ENCODE_611496,+,DDX6,eCLIP,K562,ENCODE,16.2489673741628
chr1,15847891,15847964,human_RBP_eCLIP_ENCODE_618943,+,DDX6,eCLIP,HepG2,ENCODE,5.29115512610701
chr1,15847892,15847997,human_RBP_eCLIP_ENCODE_606002,+,DDX6,eCLIP,K562,ENCODE,15.994176246971
chr1,15848626,15848676,human_RBP_eCLIP_ENCODE_611497,+,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr1,15848801,15848887,human_RBP_eCLIP_ENCODE_611498,+,DDX6,eCLIP,K562,ENCODE,7.70312955540332
chr1,15934670,15934705,human_RBP_eCLIP_ENCODE_618944,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr1,15940390,15940442,human_RBP_eCLIP_ENCODE_611499,+,DDX6,eCLIP,K562,ENCODE,4.66119362195847
chr1,15940392,15940425,human_RBP_eCLIP_ENCODE_606003,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr1,16124502,16124566,human_RBP_eCLIP_ENCODE_615861,-,DDX6,eCLIP,HepG2,ENCODE,11.9082275585803
chr1,16124565,16124616,human_RBP_eCLIP_ENCODE_618945,-,DDX6,eCLIP,HepG2,ENCODE,15.8009665044142
chr1,16124571,16124624,human_RBP_eCLIP_ENCODE_615862,-,DDX6,eCLIP,HepG2,ENCODE,28.3492748999943
chr1,16124684,16124727,human_RBP_eCLIP_ENCODE_615863,-,DDX6,eCLIP,HepG2,ENCODE,7.65680712981344
chr1,16124740,16124772,human_RBP_eCLIP_ENCODE_615864,-,DDX6,eCLIP,HepG2,ENCODE,4.54545528783867
chr1,16124880,16124911,human_RBP_eCLIP_ENCODE_618946,-,DDX6,eCLIP,HepG2,ENCODE,3.91758842732425
chr1,16125004,16125112,human_RBP_eCLIP_ENCODE_615865,-,DDX6,eCLIP,HepG2,ENCODE,23.0165496310004
chr1,16125027,16125103,human_RBP_eCLIP_ENCODE_618947,-,DDX6,eCLIP,HepG2,ENCODE,9.3496882019546
chr1,16131789,16131814,human_RBP_eCLIP_ENCODE_618948,-,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr1,16138351,16138400,human_RBP_eCLIP_ENCODE_615867,-,DDX6,eCLIP,HepG2,ENCODE,8.20771339445965
chr1,16143490,16143537,human_RBP_eCLIP_ENCODE_618949,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr1,16145581,16145591,human_RBP_eCLIP_ENCODE_618950,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr1,16145591,16145622,human_RBP_eCLIP_ENCODE_618951,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr1,16237019,16237116,human_RBP_eCLIP_ENCODE_606004,-,DDX6,eCLIP,K562,ENCODE,7.14852871569002
chr1,16352277,16352336,human_RBP_eCLIP_ENCODE_606005,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr1,16397127,16397173,human_RBP_eCLIP_ENCODE_611500,+,DDX6,eCLIP,K562,ENCODE,5.01801988705361
chr1,16397401,16397461,human_RBP_eCLIP_ENCODE_606006,+,DDX6,eCLIP,K562,ENCODE,9.30288404208563
chr1,16397484,16397548,human_RBP_eCLIP_ENCODE_606007,+,DDX6,eCLIP,K562,ENCODE,10.7460565373307
chr1,16398033,16398071,human_RBP_eCLIP_ENCODE_606008,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr1,16451959,16452001,human_RBP_eCLIP_ENCODE_618954,+,DDX6,eCLIP,HepG2,ENCODE,4.73979500349767
chr1,16459503,16459510,human_RBP_eCLIP_ENCODE_618955,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr1,16459510,16459541,human_RBP_eCLIP_ENCODE_618956,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr1,17407942,17408013,human_RBP_eCLIP_ENCODE_618957,-,DDX6,eCLIP,HepG2,ENCODE,5.01818528745842
chr1,17408120,17408161,human_RBP_eCLIP_ENCODE_618958,-,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr1,17408281,17408335,human_RBP_eCLIP_ENCODE_606013,-,DDX6,eCLIP,K562,ENCODE,28.6220202405783
chr1,17408624,17408660,human_RBP_eCLIP_ENCODE_606014,-,DDX6,eCLIP,K562,ENCODE,6.79333762210422
chr1,17426330,17426379,human_RBP_eCLIP_ENCODE_606015,-,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr1,17438144,17438202,human_RBP_eCLIP_ENCODE_606016,-,DDX6,eCLIP,K562,ENCODE,4.78292843645508
chr1,17597354,17597449,human_RBP_eCLIP_ENCODE_618959,+,DDX6,eCLIP,HepG2,ENCODE,5.61190377400851
chr1,17646532,17646569,human_RBP_eCLIP_ENCODE_618960,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr1,17665811,17665841,human_RBP_eCLIP_ENCODE_618961,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr1,19074548,19074804,human_RBP_eCLIP_ENCODE_606017,-,DDX6,eCLIP,K562,ENCODE,33.8109028909286
chr1,19074603,19074705,human_RBP_eCLIP_ENCODE_611502,-,DDX6,eCLIP,K562,ENCODE,17.0925563908325
chr1,19219154,19219263,human_RBP_eCLIP_ENCODE_611503,-,DDX6,eCLIP,K562,ENCODE,4.73459910338093
chr1,19219220,19219264,human_RBP_eCLIP_ENCODE_618962,-,DDX6,eCLIP,HepG2,ENCODE,4.26933939226396
chr1,19222625,19222670,human_RBP_eCLIP_ENCODE_618963,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr1,19304049,19304114,human_RBP_eCLIP_ENCODE_618964,-,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr1,19338924,19338981,human_RBP_eCLIP_ENCODE_606018,-,DDX6,eCLIP,K562,ENCODE,4.90722077511627
chr1,19339004,19339174,human_RBP_eCLIP_ENCODE_611504,-,DDX6,eCLIP,K562,ENCODE,12.3146255522077
chr1,19339032,19339075,human_RBP_eCLIP_ENCODE_606019,-,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr1,19344461,19344506,human_RBP_eCLIP_ENCODE_606020,-,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr1,19373208,19373255,human_RBP_eCLIP_ENCODE_606021,-,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr1,19480064,19480072,human_RBP_eCLIP_ENCODE_618965,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr1,20485124,20485132,human_RBP_eCLIP_ENCODE_618967,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr1,20485602,20485633,human_RBP_eCLIP_ENCODE_615868,-,DDX6,eCLIP,HepG2,ENCODE,4.52966126028167
chr1,20651888,20652004,human_RBP_eCLIP_ENCODE_606022,-,DDX6,eCLIP,K562,ENCODE,9.76002519888306
chr1,20652149,20652180,human_RBP_eCLIP_ENCODE_618968,-,DDX6,eCLIP,HepG2,ENCODE,6.36436055837628
chr1,20652157,20652196,human_RBP_eCLIP_ENCODE_611505,-,DDX6,eCLIP,K562,ENCODE,8.6089056807737
chr1,20652205,20652235,human_RBP_eCLIP_ENCODE_606023,-,DDX6,eCLIP,K562,ENCODE,8.89456850630015
chr1,20652206,20652243,human_RBP_eCLIP_ENCODE_611506,-,DDX6,eCLIP,K562,ENCODE,9.12881833918475
chr1,20652218,20652324,human_RBP_eCLIP_ENCODE_615869,-,DDX6,eCLIP,HepG2,ENCODE,27.4260613916458
chr1,20652230,20652322,human_RBP_eCLIP_ENCODE_618969,-,DDX6,eCLIP,HepG2,ENCODE,55.9917405850087
chr1,20652235,20652332,human_RBP_eCLIP_ENCODE_606024,-,DDX6,eCLIP,K562,ENCODE,38.0088226743833
chr1,20652243,20652301,human_RBP_eCLIP_ENCODE_611507,-,DDX6,eCLIP,K562,ENCODE,34.9618171340093
chr1,20652301,20652334,human_RBP_eCLIP_ENCODE_611508,-,DDX6,eCLIP,K562,ENCODE,11.4812492368052
chr1,20653660,20653737,human_RBP_eCLIP_ENCODE_615870,-,DDX6,eCLIP,HepG2,ENCODE,12.536704390038
chr1,20653674,20653739,human_RBP_eCLIP_ENCODE_618970,-,DDX6,eCLIP,HepG2,ENCODE,8.67889827878245
chr1,20654637,20654669,human_RBP_eCLIP_ENCODE_618971,-,DDX6,eCLIP,HepG2,ENCODE,4.92876513172568
chr1,20661196,20661215,human_RBP_eCLIP_ENCODE_618973,-,DDX6,eCLIP,HepG2,ENCODE,5.64460269822833
chr1,20742845,20742896,human_RBP_eCLIP_ENCODE_606025,-,DDX6,eCLIP,K562,ENCODE,6.79333762210422
chr1,21596608,21596694,human_RBP_eCLIP_ENCODE_606026,-,DDX6,eCLIP,K562,ENCODE,8.87651979062305
chr1,21596608,21596696,human_RBP_eCLIP_ENCODE_611509,-,DDX6,eCLIP,K562,ENCODE,6.5208269259196
chr1,21596766,21596873,human_RBP_eCLIP_ENCODE_611510,-,DDX6,eCLIP,K562,ENCODE,6.24743685321989
chr1,21607585,21607648,human_RBP_eCLIP_ENCODE_611511,-,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr1,21642855,21642901,human_RBP_eCLIP_ENCODE_618975,-,DDX6,eCLIP,HepG2,ENCODE,9.55478808416738
chr1,21652793,21652858,human_RBP_eCLIP_ENCODE_618976,-,DDX6,eCLIP,HepG2,ENCODE,7.13422625920399
chr1,21657032,21657127,human_RBP_eCLIP_ENCODE_611512,-,DDX6,eCLIP,K562,ENCODE,6.93619244175204
chr1,21657034,21657130,human_RBP_eCLIP_ENCODE_615871,-,DDX6,eCLIP,HepG2,ENCODE,29.154344435716
chr1,21657077,21657130,human_RBP_eCLIP_ENCODE_618977,-,DDX6,eCLIP,HepG2,ENCODE,16.4237692534533
chr1,21657150,21657232,human_RBP_eCLIP_ENCODE_606027,-,DDX6,eCLIP,K562,ENCODE,7.22064712825033
chr1,21657158,21657247,human_RBP_eCLIP_ENCODE_615872,-,DDX6,eCLIP,HepG2,ENCODE,40.4744682783597
chr1,21657161,21657241,human_RBP_eCLIP_ENCODE_618978,-,DDX6,eCLIP,HepG2,ENCODE,44.6905591325468
chr1,21657163,21657238,human_RBP_eCLIP_ENCODE_611513,-,DDX6,eCLIP,K562,ENCODE,10.0208623962179
chr1,21657241,21657303,human_RBP_eCLIP_ENCODE_618979,-,DDX6,eCLIP,HepG2,ENCODE,17.1320775957233
chr1,21657710,21657734,human_RBP_eCLIP_ENCODE_615873,-,DDX6,eCLIP,HepG2,ENCODE,5.79373340204452
chr1,21665763,21665872,human_RBP_eCLIP_ENCODE_606028,-,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr1,21669032,21669113,human_RBP_eCLIP_ENCODE_611514,-,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr1,21679352,21679397,human_RBP_eCLIP_ENCODE_611515,-,DDX6,eCLIP,K562,ENCODE,5.37656420983196
chr1,21822305,21822352,human_RBP_eCLIP_ENCODE_606029,-,DDX6,eCLIP,K562,ENCODE,5.92084264080577
chr1,21822563,21822605,human_RBP_eCLIP_ENCODE_606030,-,DDX6,eCLIP,K562,ENCODE,6.12597817494536
chr1,21823087,21823107,human_RBP_eCLIP_ENCODE_611516,-,DDX6,eCLIP,K562,ENCODE,3.54563434727899
chr1,21823144,21823230,human_RBP_eCLIP_ENCODE_611517,-,DDX6,eCLIP,K562,ENCODE,17.1784864715952
chr1,21823150,21823228,human_RBP_eCLIP_ENCODE_606031,-,DDX6,eCLIP,K562,ENCODE,27.7606504609939
chr1,21936826,21936869,human_RBP_eCLIP_ENCODE_606033,-,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr1,22092603,22092671,human_RBP_eCLIP_ENCODE_606034,+,DDX6,eCLIP,K562,ENCODE,19.0670799936974
chr1,22092609,22092664,human_RBP_eCLIP_ENCODE_611520,+,DDX6,eCLIP,K562,ENCODE,17.3465559242453
chr1,23083293,23083354,human_RBP_eCLIP_ENCODE_606035,+,DDX6,eCLIP,K562,ENCODE,4.90722077511627
chr1,23122441,23122464,human_RBP_eCLIP_ENCODE_618981,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr1,23310028,23310086,human_RBP_eCLIP_ENCODE_618982,-,DDX6,eCLIP,HepG2,ENCODE,3.55428108964201
chr1,23369293,23369331,human_RBP_eCLIP_ENCODE_606036,+,DDX6,eCLIP,K562,ENCODE,4.62886561260517
chr1,23369293,23369350,human_RBP_eCLIP_ENCODE_611522,+,DDX6,eCLIP,K562,ENCODE,4.66119362195847
chr1,23371098,23371176,human_RBP_eCLIP_ENCODE_606037,+,DDX6,eCLIP,K562,ENCODE,4.68198260245994
chr1,23423833,23423880,human_RBP_eCLIP_ENCODE_618984,-,DDX6,eCLIP,HepG2,ENCODE,3.55428108964201
chr1,23452696,23452745,human_RBP_eCLIP_ENCODE_618985,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr1,23509403,23509492,human_RBP_eCLIP_ENCODE_606038,-,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr1,23557977,23558047,human_RBP_eCLIP_ENCODE_611523,-,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr1,23558077,23558127,human_RBP_eCLIP_ENCODE_618986,-,DDX6,eCLIP,HepG2,ENCODE,4.26933939226396
chr1,23559152,23559209,human_RBP_eCLIP_ENCODE_618987,-,DDX6,eCLIP,HepG2,ENCODE,5.26866834233167
chr1,23694659,23694752,human_RBP_eCLIP_ENCODE_606039,+,DDX6,eCLIP,K562,ENCODE,400.0
chr1,23694662,23694687,human_RBP_eCLIP_ENCODE_611524,+,DDX6,eCLIP,K562,ENCODE,400.0
chr1,23694687,23694709,human_RBP_eCLIP_ENCODE_611525,+,DDX6,eCLIP,K562,ENCODE,400.0
chr1,23694709,23694737,human_RBP_eCLIP_ENCODE_611526,+,DDX6,eCLIP,K562,ENCODE,400.0
chr1,23694737,23694760,human_RBP_eCLIP_ENCODE_611527,+,DDX6,eCLIP,K562,ENCODE,400.0
chr1,23787426,23787491,human_RBP_eCLIP_ENCODE_611528,+,DDX6,eCLIP,K562,ENCODE,6.83018865841021
chr1,23787441,23787465,human_RBP_eCLIP_ENCODE_606040,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr1,23787555,23787595,human_RBP_eCLIP_ENCODE_618989,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr1,23791862,23791903,human_RBP_eCLIP_ENCODE_618990,+,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr1,23794846,23794921,human_RBP_eCLIP_ENCODE_606041,+,DDX6,eCLIP,K562,ENCODE,4.68198260245994
chr1,23795188,23795236,human_RBP_eCLIP_ENCODE_606042,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr1,23795411,23795474,human_RBP_eCLIP_ENCODE_606043,+,DDX6,eCLIP,K562,ENCODE,4.62886561260517
chr1,23960053,23960096,human_RBP_eCLIP_ENCODE_618992,+,DDX6,eCLIP,HepG2,ENCODE,4.73979500349767
chr1,23961583,23961652,human_RBP_eCLIP_ENCODE_611529,+,DDX6,eCLIP,K562,ENCODE,11.3612711983719
chr1,23963101,23963129,human_RBP_eCLIP_ENCODE_611530,+,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr1,24169416,24169423,human_RBP_eCLIP_ENCODE_618994,-,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr1,24465189,24465246,human_RBP_eCLIP_ENCODE_618995,+,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr1,25340496,25340577,human_RBP_eCLIP_ENCODE_611531,+,DDX6,eCLIP,K562,ENCODE,7.19765325580509
chr1,25546161,25546210,human_RBP_eCLIP_ENCODE_606045,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr1,25817036,25817117,human_RBP_eCLIP_ENCODE_606046,+,DDX6,eCLIP,K562,ENCODE,4.68198260245994
chr1,25817894,25818019,human_RBP_eCLIP_ENCODE_611532,+,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr1,25834860,25834942,human_RBP_eCLIP_ENCODE_611533,-,DDX6,eCLIP,K562,ENCODE,6.17297584378892
chr1,25835387,25835439,human_RBP_eCLIP_ENCODE_611534,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr1,25861488,25861549,human_RBP_eCLIP_ENCODE_606047,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr1,25861506,25861631,human_RBP_eCLIP_ENCODE_611535,-,DDX6,eCLIP,K562,ENCODE,5.73723647304693
chr1,25862677,25862719,human_RBP_eCLIP_ENCODE_615875,-,DDX6,eCLIP,HepG2,ENCODE,4.01631793013681
chr1,25862719,25862774,human_RBP_eCLIP_ENCODE_611536,-,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr1,25900708,25900773,human_RBP_eCLIP_ENCODE_618996,-,DDX6,eCLIP,HepG2,ENCODE,7.57558932201589
chr1,25906204,25906262,human_RBP_eCLIP_ENCODE_606048,-,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr1,26125144,26125213,human_RBP_eCLIP_ENCODE_606049,+,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr1,26269494,26269555,human_RBP_eCLIP_ENCODE_606050,+,DDX6,eCLIP,K562,ENCODE,4.2271941634787
chr1,26277387,26277434,human_RBP_eCLIP_ENCODE_611537,+,DDX6,eCLIP,K562,ENCODE,3.80511978389296
chr1,26278301,26278360,human_RBP_eCLIP_ENCODE_606051,+,DDX6,eCLIP,K562,ENCODE,10.0205199159607
chr1,26278344,26278448,human_RBP_eCLIP_ENCODE_611538,+,DDX6,eCLIP,K562,ENCODE,8.91140327173725
chr1,26278360,26278413,human_RBP_eCLIP_ENCODE_606052,+,DDX6,eCLIP,K562,ENCODE,5.58221685580553
chr1,26278753,26278784,human_RBP_eCLIP_ENCODE_611539,+,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr1,26305717,26305754,human_RBP_eCLIP_ENCODE_618997,-,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr1,26472673,26472745,human_RBP_eCLIP_ENCODE_611540,+,DDX6,eCLIP,K562,ENCODE,14.7299270370302
chr1,26472683,26472749,human_RBP_eCLIP_ENCODE_606053,+,DDX6,eCLIP,K562,ENCODE,11.9606652112619
chr1,26472745,26472798,human_RBP_eCLIP_ENCODE_611541,+,DDX6,eCLIP,K562,ENCODE,13.7522230693024
chr1,26696167,26696213,human_RBP_eCLIP_ENCODE_606055,+,DDX6,eCLIP,K562,ENCODE,7.23517530238742
chr1,26696341,26696401,human_RBP_eCLIP_ENCODE_606056,+,DDX6,eCLIP,K562,ENCODE,15.9383967503916
chr1,26696352,26696388,human_RBP_eCLIP_ENCODE_618998,+,DDX6,eCLIP,HepG2,ENCODE,3.55428108964201
chr1,26696510,26696551,human_RBP_eCLIP_ENCODE_618999,+,DDX6,eCLIP,HepG2,ENCODE,5.32198595020629
chr1,26696573,26696633,human_RBP_eCLIP_ENCODE_619000,+,DDX6,eCLIP,HepG2,ENCODE,5.95724930889271
chr1,26697107,26697141,human_RBP_eCLIP_ENCODE_619001,+,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr1,26697328,26697389,human_RBP_eCLIP_ENCODE_606058,+,DDX6,eCLIP,K562,ENCODE,6.50082516459459
chr1,26729720,26729763,human_RBP_eCLIP_ENCODE_619002,+,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr1,26771239,26771264,human_RBP_eCLIP_ENCODE_615876,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr1,26773389,26773434,human_RBP_eCLIP_ENCODE_619003,+,DDX6,eCLIP,HepG2,ENCODE,4.59432211091739
chr1,26779462,26779519,human_RBP_eCLIP_ENCODE_619004,+,DDX6,eCLIP,HepG2,ENCODE,4.92876513172568
chr1,26779641,26779674,human_RBP_eCLIP_ENCODE_619005,+,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr1,26780046,26780104,human_RBP_eCLIP_ENCODE_615877,+,DDX6,eCLIP,HepG2,ENCODE,6.60243694876825
chr1,26781198,26781228,human_RBP_eCLIP_ENCODE_611543,+,DDX6,eCLIP,K562,ENCODE,4.66183007590508
chr1,26781241,26781290,human_RBP_eCLIP_ENCODE_606059,+,DDX6,eCLIP,K562,ENCODE,5.92084264080577
chr1,26781529,26781625,human_RBP_eCLIP_ENCODE_615878,+,DDX6,eCLIP,HepG2,ENCODE,8.83633542140786
